# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 56234 
"Cubic Diamond Outside Carbon Clusters" 56234 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 55770 
"Cubic Diamond Outside Carbon Clusters" 55770 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 55565 
"Cubic Diamond Outside Carbon Clusters" 55565 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 55328 
"Cubic Diamond Outside Carbon Clusters" 55328 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 55355 
"Cubic Diamond Outside Carbon Clusters" 55355 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 55319 
"Cubic Diamond Outside Carbon Clusters" 55319 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 54909 
"Cubic Diamond Outside Carbon Clusters" 54909 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 55096 
"Cubic Diamond Outside Carbon Clusters" 55096 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 54572 
"Cubic Diamond Outside Carbon Clusters" 54572 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 54080 
"Cubic Diamond Outside Carbon Clusters" 54080 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 54063 
"Cubic Diamond Outside Carbon Clusters" 54063 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 54085 
"Cubic Diamond Outside Carbon Clusters" 54085 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 53718 
"Cubic Diamond Outside Carbon Clusters" 53718 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 53617 
"Cubic Diamond Outside Carbon Clusters" 53617 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 53353 
"Cubic Diamond Outside Carbon Clusters" 53353 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 52757 
"Cubic Diamond Outside Carbon Clusters" 52757 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 52425 
"Cubic Diamond Outside Carbon Clusters" 52425 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 52212 
"Cubic Diamond Outside Carbon Clusters" 52212 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 52189 
"Cubic Diamond Outside Carbon Clusters" 52189 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 51449 
"Cubic Diamond Outside Carbon Clusters" 51449 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 51321 
"Cubic Diamond Outside Carbon Clusters" 51321 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 50929 
"Cubic Diamond Outside Carbon Clusters" 50929 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 50109 
"Cubic Diamond Outside Carbon Clusters" 50109 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 50239 
"Cubic Diamond Outside Carbon Clusters" 50239 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 49782 
"Cubic Diamond Outside Carbon Clusters" 49782 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 49304 
"Cubic Diamond Outside Carbon Clusters" 49304 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 47599 
"Cubic Diamond Outside Carbon Clusters" 47599 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 43921 
"Cubic Diamond Outside Carbon Clusters" 43921 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 34873 
"Cubic Diamond Outside Carbon Clusters" 34873 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 34562 
"Cubic Diamond Outside Carbon Clusters" 34562 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 34546 
"Cubic Diamond Outside Carbon Clusters" 34546 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 34550 
"Cubic Diamond Outside Carbon Clusters" 34550 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 34525 
"Cubic Diamond Outside Carbon Clusters" 34525 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 34491 
"Cubic Diamond Outside Carbon Clusters" 34491 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 34538 
"Cubic Diamond Outside Carbon Clusters" 34538 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 34440 
"Cubic Diamond Outside Carbon Clusters" 34440 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 34423 
"Cubic Diamond Outside Carbon Clusters" 34423 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 34415 
"Cubic Diamond Outside Carbon Clusters" 34415 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 34423 
"Cubic Diamond Outside Carbon Clusters" 34423 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 34384 
"Cubic Diamond Outside Carbon Clusters" 34384 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 34361 
"Cubic Diamond Outside Carbon Clusters" 34361 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 34378 
"Cubic Diamond Outside Carbon Clusters" 34378 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 34352 
"Cubic Diamond Outside Carbon Clusters" 34352 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 34328 
"Cubic Diamond Outside Carbon Clusters" 34328 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 34305 
"Cubic Diamond Outside Carbon Clusters" 34305 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 34328 
"Cubic Diamond Outside Carbon Clusters" 34328 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 34352 
"Cubic Diamond Outside Carbon Clusters" 34352 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 34331 
