# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 60301 
"Cubic Diamond Outside Carbon Clusters" 60301 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 60270 
"Cubic Diamond Outside Carbon Clusters" 60270 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 60223 
"Cubic Diamond Outside Carbon Clusters" 60223 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 60168 
"Cubic Diamond Outside Carbon Clusters" 60168 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 59777 
"Cubic Diamond Outside Carbon Clusters" 59777 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 59792 
"Cubic Diamond Outside Carbon Clusters" 59792 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 59668 
"Cubic Diamond Outside Carbon Clusters" 59668 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 59443 
"Cubic Diamond Outside Carbon Clusters" 59443 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 59319 
"Cubic Diamond Outside Carbon Clusters" 59319 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 59142 
"Cubic Diamond Outside Carbon Clusters" 59142 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 59076 
"Cubic Diamond Outside Carbon Clusters" 59076 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 59010 
"Cubic Diamond Outside Carbon Clusters" 59010 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 58775 
"Cubic Diamond Outside Carbon Clusters" 58775 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 58654 
"Cubic Diamond Outside Carbon Clusters" 58654 
