# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 122930 
"Cubic Diamond Outside Carbon Clusters" 122930 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 122837 
"Cubic Diamond Outside Carbon Clusters" 122837 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 122606 
"Cubic Diamond Outside Carbon Clusters" 122606 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 122365 
"Cubic Diamond Outside Carbon Clusters" 122365 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 122359 
"Cubic Diamond Outside Carbon Clusters" 122359 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 121727 
"Cubic Diamond Outside Carbon Clusters" 121727 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 121461 
"Cubic Diamond Outside Carbon Clusters" 121461 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 121278 
"Cubic Diamond Outside Carbon Clusters" 121278 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 120931 
"Cubic Diamond Outside Carbon Clusters" 120931 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 120811 
"Cubic Diamond Outside Carbon Clusters" 120811 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 120232 
"Cubic Diamond Outside Carbon Clusters" 120232 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 119881 
"Cubic Diamond Outside Carbon Clusters" 119881 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 119490 
"Cubic Diamond Outside Carbon Clusters" 119490 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 118818 
"Cubic Diamond Outside Carbon Clusters" 118818 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 118685 
"Cubic Diamond Outside Carbon Clusters" 118685 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 118186 
"Cubic Diamond Outside Carbon Clusters" 118186 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 117699 
"Cubic Diamond Outside Carbon Clusters" 117699 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 117120 
"Cubic Diamond Outside Carbon Clusters" 117120 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 116901 
"Cubic Diamond Outside Carbon Clusters" 116901 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 116241 
"Cubic Diamond Outside Carbon Clusters" 116241 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 115203 
"Cubic Diamond Outside Carbon Clusters" 115203 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 114385 
"Cubic Diamond Outside Carbon Clusters" 114385 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 113755 
"Cubic Diamond Outside Carbon Clusters" 113755 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 112951 
"Cubic Diamond Outside Carbon Clusters" 112951 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 112241 
"Cubic Diamond Outside Carbon Clusters" 112241 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 111147 
"Cubic Diamond Outside Carbon Clusters" 111147 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 110981 
"Cubic Diamond Outside Carbon Clusters" 110981 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 109390 
"Cubic Diamond Outside Carbon Clusters" 109390 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 108344 
"Cubic Diamond Outside Carbon Clusters" 108344 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 106941 
"Cubic Diamond Outside Carbon Clusters" 106941 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 106064 
"Cubic Diamond Outside Carbon Clusters" 106064 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 102428 
"Cubic Diamond Outside Carbon Clusters" 102428 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 90316 
"Cubic Diamond Outside Carbon Clusters" 90316 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 78581 
"Cubic Diamond Outside Carbon Clusters" 78581 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 78432 
"Cubic Diamond Outside Carbon Clusters" 78432 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 78358 
"Cubic Diamond Outside Carbon Clusters" 78358 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 78396 
"Cubic Diamond Outside Carbon Clusters" 78396 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 78365 
"Cubic Diamond Outside Carbon Clusters" 78365 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 78361 
