# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 81949 
"Cubic Diamond Outside Carbon Clusters" 81949 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 82153 
"Cubic Diamond Outside Carbon Clusters" 82153 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 82907 
"Cubic Diamond Outside Carbon Clusters" 82907 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 83595 
"Cubic Diamond Outside Carbon Clusters" 83592 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 83628 
"Cubic Diamond Outside Carbon Clusters" 83628 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 84156 
"Cubic Diamond Outside Carbon Clusters" 84156 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 84836 
"Cubic Diamond Outside Carbon Clusters" 84836 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 84927 
"Cubic Diamond Outside Carbon Clusters" 84927 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 85016 
"Cubic Diamond Outside Carbon Clusters" 85016 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 85555 
"Cubic Diamond Outside Carbon Clusters" 85555 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 85469 
"Cubic Diamond Outside Carbon Clusters" 85469 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 85993 
"Cubic Diamond Outside Carbon Clusters" 85993 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 85917 
"Cubic Diamond Outside Carbon Clusters" 85917 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 85850 
"Cubic Diamond Outside Carbon Clusters" 85850 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 85632 
"Cubic Diamond Outside Carbon Clusters" 85632 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 85941 
"Cubic Diamond Outside Carbon Clusters" 85941 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 86324 
"Cubic Diamond Outside Carbon Clusters" 86324 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 86396 
"Cubic Diamond Outside Carbon Clusters" 86396 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 85950 
