# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 75723 
"Cubic Diamond Outside Carbon Clusters" 75723 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 75725 
"Cubic Diamond Outside Carbon Clusters" 75725 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 75564 
"Cubic Diamond Outside Carbon Clusters" 75564 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 75621 
"Cubic Diamond Outside Carbon Clusters" 75621 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 75595 
"Cubic Diamond Outside Carbon Clusters" 75595 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 75387 
"Cubic Diamond Outside Carbon Clusters" 75387 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 75272 
"Cubic Diamond Outside Carbon Clusters" 75272 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 75240 
"Cubic Diamond Outside Carbon Clusters" 75240 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 75399 
"Cubic Diamond Outside Carbon Clusters" 75399 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 75422 
"Cubic Diamond Outside Carbon Clusters" 75422 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 75405 
"Cubic Diamond Outside Carbon Clusters" 75405 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 75324 
"Cubic Diamond Outside Carbon Clusters" 75324 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 75304 
"Cubic Diamond Outside Carbon Clusters" 75304 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 75344 
"Cubic Diamond Outside Carbon Clusters" 75344 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 75275 
"Cubic Diamond Outside Carbon Clusters" 75275 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 75348 
"Cubic Diamond Outside Carbon Clusters" 75348 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 75370 
"Cubic Diamond Outside Carbon Clusters" 75370 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 75475 
"Cubic Diamond Outside Carbon Clusters" 75475 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 75455 
"Cubic Diamond Outside Carbon Clusters" 75455 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
