# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 90170 
"Cubic Diamond Outside Carbon Clusters" 90169 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 91290 
"Cubic Diamond Outside Carbon Clusters" 91290 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 92123 
"Cubic Diamond Outside Carbon Clusters" 92122 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 93779 
"Cubic Diamond Outside Carbon Clusters" 93777 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 94918 
"Cubic Diamond Outside Carbon Clusters" 94917 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 95156 
"Cubic Diamond Outside Carbon Clusters" 95155 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 96263 
"Cubic Diamond Outside Carbon Clusters" 96263 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 96612 
"Cubic Diamond Outside Carbon Clusters" 96612 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 97480 
"Cubic Diamond Outside Carbon Clusters" 97478 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 97675 
"Cubic Diamond Outside Carbon Clusters" 97675 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 98159 
"Cubic Diamond Outside Carbon Clusters" 98159 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 98120 
"Cubic Diamond Outside Carbon Clusters" 98119 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 98848 
"Cubic Diamond Outside Carbon Clusters" 98846 
