# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 117667 
"Cubic Diamond Outside Carbon Clusters" 117667 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 117376 
"Cubic Diamond Outside Carbon Clusters" 117376 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 117403 
"Cubic Diamond Outside Carbon Clusters" 117403 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 117018 
"Cubic Diamond Outside Carbon Clusters" 117018 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 116786 
"Cubic Diamond Outside Carbon Clusters" 116786 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 116691 
"Cubic Diamond Outside Carbon Clusters" 116691 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 116315 
"Cubic Diamond Outside Carbon Clusters" 116315 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 115973 
"Cubic Diamond Outside Carbon Clusters" 115973 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 115795 
"Cubic Diamond Outside Carbon Clusters" 115795 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 115218 
"Cubic Diamond Outside Carbon Clusters" 115218 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 114757 
"Cubic Diamond Outside Carbon Clusters" 114757 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 114712 
"Cubic Diamond Outside Carbon Clusters" 114712 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 114264 
"Cubic Diamond Outside Carbon Clusters" 114264 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 113674 
"Cubic Diamond Outside Carbon Clusters" 113674 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 113631 
"Cubic Diamond Outside Carbon Clusters" 113631 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 113275 
