# Unity (10 data points):
# Unity Count
0.05 36 
0.15 112 
0.25 182 
0.35 151 
0.45 132 
0.55 139 
0.65 48 
0.75 34 
0.85 71 
0.95 95 
# Unity (10 data points):
# Unity Count
0.05 46 
0.15 95 
0.25 203 
0.35 147 
0.45 113 
0.55 148 
0.65 47 
0.75 32 
0.85 69 
0.95 100 
# Unity (10 data points):
# Unity Count
0.05 47 
0.15 108 
0.25 172 
0.35 158 
0.45 121 
0.55 150 
0.65 41 
0.75 35 
0.85 69 
0.95 99 
# Unity (10 data points):
# Unity Count
0.05 46 
0.15 114 
0.25 167 
0.35 151 
0.45 129 
0.55 145 
0.65 51 
0.75 27 
0.85 54 
0.95 116 
# Unity (10 data points):
# Unity Count
0.05 50 
0.15 110 
0.25 163 
0.35 145 
0.45 141 
0.55 143 
0.65 49 
0.75 26 
0.85 65 
0.95 108 
# Unity (10 data points):
# Unity Count
0.05 38 
0.15 111 
0.25 183 
0.35 142 
0.45 125 
0.55 152 
0.65 49 
0.75 35 
0.85 70 
0.95 95 
# Unity (10 data points):
# Unity Count
0.05 41 
0.15 115 
0.25 194 
0.35 136 
0.45 111 
0.55 142 
0.65 47 
0.75 39 
0.85 77 
0.95 98 
# Unity (10 data points):
# Unity Count
0.05 44 
0.15 107 
0.25 181 
0.35 146 
0.45 131 
0.55 145 
0.65 42 
0.75 36 
0.85 66 
0.95 102 
# Unity (10 data points):
# Unity Count
0.05 55 
0.15 104 
0.25 148 
0.35 174 
0.45 125 
0.55 143 
0.65 54 
0.75 22 
0.85 75 
0.95 100 
# Unity (10 data points):
# Unity Count
0.05 42 
0.15 108 
0.25 177 
0.35 153 
0.45 128 
0.55 137 
0.65 53 
0.75 32 
0.85 69 
0.95 101 
# Unity (10 data points):
# Unity Count
0.05 44 
0.15 112 
0.25 162 
0.35 168 
0.45 124 
0.55 156 
0.65 30 
0.75 33 
0.85 68 
0.95 103 
# Unity (10 data points):
# Unity Count
0.05 40 
0.15 112 
0.25 181 
0.35 151 
0.45 127 
0.55 153 
0.65 38 
0.75 26 
0.85 65 
0.95 107 
# Unity (10 data points):
# Unity Count
0.05 50 
0.15 98 
0.25 172 
0.35 163 
0.45 128 
0.55 146 
0.65 45 
0.75 29 
0.85 69 
0.95 100 
# Unity (10 data points):
# Unity Count
0.05 51 
0.15 107 
0.25 168 
0.35 155 
0.45 138 
0.55 134 
0.65 44 
0.75 36 
0.85 57 
0.95 110 
# Unity (10 data points):
# Unity Count
0.05 42 
0.15 117 
0.25 164 
0.35 143 
0.45 134 
0.55 151 
0.65 56 
0.75 22 
0.85 71 
0.95 100 
# Unity (10 data points):
# Unity Count
0.05 46 
0.15 102 
0.25 205 
0.35 137 
0.45 115 
0.55 147 
0.65 45 
0.75 23 
0.85 81 
0.95 99 
# Unity (10 data points):
# Unity Count
0.05 41 
0.15 106 
0.25 192 
0.35 143 
0.45 131 
0.55 134 
0.65 52 
0.75 28 
0.85 72 
0.95 101 
# Unity (10 data points):
# Unity Count
0.05 37 
0.15 117 
0.25 173 
0.35 169 
0.45 114 
0.55 139 
0.65 50 
0.75 39 
0.85 54 
0.95 108 
# Unity (10 data points):
# Unity Count
0.05 45 
0.15 101 
0.25 180 
0.35 146 
0.45 144 
0.55 135 
0.65 47 
0.75 31 
0.85 79 
0.95 92 
# Unity (10 data points):
# Unity Count
0.05 39 
0.15 114 
0.25 202 
0.35 135 
0.45 113 
0.55 141 
0.65 54 
0.75 39 
0.85 64 
0.95 99 
# Unity (10 data points):
# Unity Count
0.05 45 
0.15 108 
0.25 169 
0.35 162 
0.45 118 
0.55 149 
0.65 56 
0.75 23 
0.85 62 
0.95 108 
# Unity (10 data points):
# Unity Count
0.05 53 
0.15 109 
0.25 167 
0.35 152 
0.45 114 
0.55 154 
0.65 51 
0.75 29 
0.85 79 
0.95 92 
# Unity (10 data points):
# Unity Count
0.05 39 
0.15 118 
0.25 154 
0.35 182 
0.45 121 
0.55 144 
0.65 35 
0.75 33 
0.85 78 
0.95 96 
# Unity (10 data points):
# Unity Count
0.05 43 
0.15 101 
0.25 177 
0.35 156 
0.45 134 
0.55 144 
0.65 48 
0.75 34 
0.85 65 
0.95 98 
# Unity (10 data points):
# Unity Count
0.05 42 
0.15 112 
0.25 169 
0.35 170 
0.45 116 
0.55 143 
0.65 40 
0.75 39 
0.85 68 
0.95 101 
# Unity (10 data points):
# Unity Count
0.05 45 
0.15 106 
0.25 189 
0.35 147 
0.45 119 
0.55 154 
0.65 40 
0.75 32 
0.85 60 
0.95 108 
# Unity (10 data points):
# Unity Count
0.05 41 
0.15 107 
0.25 196 
0.35 155 
0.45 102 
0.55 152 
0.65 46 
0.75 30 
0.85 70 
0.95 101 
# Unity (10 data points):
# Unity Count
0.05 40 
0.15 119 
0.25 182 
0.35 145 
0.45 114 
0.55 151 
0.65 46 
0.75 30 
0.85 70 
0.95 103 
# Unity (10 data points):
# Unity Count
0.05 49 
0.15 99 
0.25 182 
0.35 166 
0.45 115 
0.55 138 
0.65 51 
0.75 27 
0.85 76 
0.95 97 
# Unity (10 data points):
# Unity Count
0.05 48 
0.15 100 
0.25 192 
0.35 145 
0.45 126 
0.55 140 
0.65 43 
0.75 34 
0.85 57 
0.95 115 
# Unity (10 data points):
# Unity Count
0.05 45 
0.15 112 
0.25 170 
0.35 156 
0.45 128 
0.55 143 
0.65 45 
0.75 27 
0.85 78 
0.95 96 
# Unity (10 data points):
# Unity Count
0.05 41 
0.15 104 
0.25 181 
0.35 153 
0.45 128 
0.55 144 
0.65 50 
0.75 34 
0.85 67 
0.95 98 
# Unity (10 data points):
# Unity Count
0.05 41 
0.15 119 
0.25 170 
0.35 158 
0.45 115 
0.55 146 
0.65 48 
0.75 34 
0.85 69 
0.95 100 
