# Unity (10 data points):
# Unity Count
0.05 185 
0.15 184 
0.25 151 
0.35 64 
0.45 41 
0.55 45 
0.65 33 
0.75 32 
0.85 98 
0.95 167 
# Unity (10 data points):
# Unity Count
0.05 182 
0.15 200 
0.25 137 
0.35 69 
0.45 42 
0.55 41 
0.65 27 
0.75 36 
0.85 103 
0.95 163 
# Unity (10 data points):
# Unity Count
0.05 191 
0.15 173 
0.25 156 
0.35 65 
0.45 42 
0.55 39 
0.65 36 
0.75 34 
0.85 96 
0.95 168 
# Unity (10 data points):
# Unity Count
0.05 185 
0.15 175 
0.25 167 
0.35 63 
0.45 43 
0.55 36 
0.65 29 
0.75 49 
0.85 89 
0.95 164 
# Unity (10 data points):
# Unity Count
0.05 198 
0.15 201 
0.25 121 
0.35 72 
0.45 38 
0.55 35 
0.65 36 
0.75 35 
0.85 97 
0.95 167 
# Unity (10 data points):
# Unity Count
0.05 196 
0.15 182 
0.25 155 
0.35 58 
0.45 34 
0.55 37 
0.65 35 
0.75 34 
0.85 101 
0.95 168 
# Unity (10 data points):
# Unity Count
0.05 193 
0.15 177 
0.25 155 
0.35 68 
0.45 35 
0.55 42 
0.65 27 
0.75 39 
0.85 99 
0.95 165 
# Unity (10 data points):
# Unity Count
0.05 184 
0.15 180 
0.25 158 
0.35 66 
0.45 45 
0.55 41 
0.65 24 
0.75 38 
0.85 90 
0.95 174 
# Unity (10 data points):
# Unity Count
0.05 190 
0.15 167 
0.25 155 
0.35 73 
0.45 47 
0.55 45 
0.65 25 
0.75 27 
0.85 108 
0.95 163 
# Unity (10 data points):
# Unity Count
0.05 182 
0.15 186 
0.25 143 
0.35 77 
0.45 37 
0.55 49 
0.65 30 
0.75 20 
0.85 106 
0.95 170 
# Unity (10 data points):
# Unity Count
0.05 183 
0.15 190 
0.25 153 
0.35 66 
0.45 32 
0.55 48 
0.65 27 
0.75 35 
0.85 94 
0.95 172 
# Unity (10 data points):
# Unity Count
0.05 182 
0.15 182 
0.25 164 
0.35 55 
0.45 49 
0.55 38 
0.65 33 
0.75 29 
0.85 103 
0.95 165 
# Unity (10 data points):
# Unity Count
0.05 175 
0.15 188 
0.25 167 
0.35 61 
0.45 38 
0.55 40 
0.65 26 
0.75 39 
0.85 98 
0.95 168 
# Unity (10 data points):
# Unity Count
0.05 183 
0.15 177 
0.25 169 
0.35 61 
0.45 42 
0.55 40 
0.65 23 
0.75 36 
0.85 98 
0.95 171 
# Unity (10 data points):
# Unity Count
0.05 191 
0.15 193 
0.25 139 
0.35 69 
0.45 27 
0.55 47 
