# Unity (10 data points):
# Unity Count
0.05 205 
0.15 183 
0.25 127 
0.35 69 
0.45 42 
0.55 46 
0.65 18 
0.75 35 
0.85 113 
0.95 162 
# Unity (10 data points):
# Unity Count
0.05 212 
0.15 166 
0.25 140 
0.35 62 
0.45 51 
0.55 48 
0.65 18 
0.75 27 
0.85 105 
0.95 171 
# Unity (10 data points):
# Unity Count
0.05 193 
0.15 188 
0.25 134 
0.35 70 
0.45 49 
0.55 45 
0.65 19 
0.75 22 
0.85 114 
0.95 166 
# Unity (10 data points):
# Unity Count
0.05 211 
0.15 165 
0.25 151 
0.35 65 
0.45 32 
0.55 51 
0.65 24 
0.75 23 
0.85 107 
0.95 171 
# Unity (10 data points):
# Unity Count
0.05 204 
0.15 162 
0.25 166 
0.35 53 
0.45 37 
0.55 54 
0.65 22 
0.75 29 
0.85 112 
0.95 161 
# Unity (10 data points):
# Unity Count
0.05 201 
0.15 166 
0.25 142 
0.35 64 
0.45 48 
0.55 54 
0.65 19 
0.75 30 
0.85 107 
0.95 169 
# Unity (10 data points):
# Unity Count
0.05 209 
0.15 170 
0.25 128 
0.35 76 
0.45 50 
0.55 43 
0.65 23 
0.75 24 
0.85 116 
0.95 161 
# Unity (10 data points):
# Unity Count
0.05 196 
0.15 184 
0.25 138 
0.35 70 
0.45 44 
0.55 39 
0.65 24 
0.75 24 
0.85 121 
0.95 160 
# Unity (10 data points):
# Unity Count
0.05 204 
0.15 189 
0.25 128 
0.35 57 
0.45 48 
0.55 46 
0.65 28 
0.75 32 
0.85 97 
0.95 171 
# Unity (10 data points):
# Unity Count
0.05 210 
0.15 165 
0.25 150 
0.35 60 
0.45 44 
0.55 44 
0.65 22 
0.75 38 
0.85 98 
0.95 169 
# Unity (10 data points):
# Unity Count
0.05 193 
0.15 190 
0.25 134 
0.35 69 
0.45 41 
0.55 44 
0.65 28 
0.75 31 
0.85 98 
0.95 172 
# Unity (10 data points):
# Unity Count
0.05 194 
0.15 203 
0.25 122 
0.35 56 
0.45 48 
0.55 47 
0.65 31 
0.75 27 
0.85 105 
0.95 167 
# Unity (10 data points):
# Unity Count
0.05 192 
0.15 188 
0.25 143 
0.35 66 
0.45 41 
0.55 44 
0.65 32 
0.75 22 
0.85 108 
0.95 164 
# Unity (10 data points):
# Unity Count
0.05 200 
0.15 185 
0.25 130 
0.35 71 
0.45 37 
0.55 46 
0.65 33 
0.75 31 
0.85 99 
0.95 168 
# Unity (10 data points):
# Unity Count
