# Unity (10 data points):
# Unity Count
0.05 153 
0.15 170 
0.25 173 
0.35 80 
0.45 61 
0.55 44 
0.65 29 
0.75 44 
0.85 97 
0.95 149 
# Unity (10 data points):
# Unity Count
0.05 154 
0.15 165 
0.25 178 
0.35 75 
0.45 54 
0.55 59 
0.65 38 
0.75 30 
0.85 97 
0.95 150 
# Unity (10 data points):
# Unity Count
0.05 150 
0.15 176 
0.25 153 
0.35 88 
0.45 56 
0.55 60 
0.65 29 
0.75 38 
0.85 101 
0.95 149 
# Unity (10 data points):
# Unity Count
0.05 139 
0.15 183 
0.25 160 
0.35 94 
0.45 52 
0.55 59 
0.65 27 
0.75 37 
0.85 100 
0.95 149 
# Unity (10 data points):
# Unity Count
0.05 146 
0.15 189 
0.25 168 
0.35 79 
0.45 49 
0.55 44 
0.65 39 
0.75 44 
0.85 93 
0.95 149 
# Unity (10 data points):
# Unity Count
0.05 147 
0.15 188 
0.25 168 
0.35 70 
0.45 54 
0.55 55 
0.65 34 
0.75 37 
0.85 86 
0.95 161 
# Unity (10 data points):
# Unity Count
0.05 150 
0.15 176 
0.25 175 
0.35 76 
0.45 55 
0.55 46 
0.65 31 
0.75 44 
0.85 99 
0.95 148 
# Unity (10 data points):
# Unity Count
0.05 141 
0.15 188 
0.25 164 
0.35 87 
0.45 41 
0.55 63 
0.65 22 
0.75 41 
0.85 110 
0.95 143 
# Unity (10 data points):
# Unity Count
0.05 145 
0.15 174 
0.25 169 
0.35 92 
0.45 51 
0.55 53 
0.65 31 
0.75 33 
0.85 100 
0.95 152 
# Unity (10 data points):
# Unity Count
0.05 133 
0.15 185 
0.25 179 
0.35 94 
0.45 46 
0.55 47 
0.65 35 
0.75 39 
0.85 92 
0.95 150 
# Unity (10 data points):
# Unity Count
0.05 149 
0.15 198 
0.25 146 
0.35 77 
0.45 55 
0.55 56 
0.65 32 
0.75 37 
0.85 105 
0.95 145 
# Unity (10 data points):
# Unity Count
0.05 151 
0.15 166 
0.25 172 
0.35 81 
0.45 59 
0.55 55 
0.65 32 
0.75 34 
0.85 93 
0.95 157 
# Unity (10 data points):
# Unity Count
0.05 144 
0.15 185 
0.25 179 
0.35 81 
0.45 44 
0.55 50 
0.65 26 
0.75 34 
0.85 112 
0.95 145 
# Unity (10 data points):
# Unity Count
0.05 139 
0.15 188 
0.25 170 
0.35 70 
0.45 54 
0.55 64 
0.65 30 
0.75 33 
0.85 109 
0.95 143 
# Unity (10 data points):
# Unity Count
0.05 142 
0.15 191 
0.25 172 
0.35 71 
0.45 48 
0.55 57 
0.65 27 
0.75 41 
0.85 102 
0.95 149 
# Unity (10 data points):
# Unity Count
0.05 145 
0.15 182 
0.25 159 
0.35 79 
0.45 70 
0.55 48 
0.65 41 
0.75 33 
0.85 92 
0.95 151 
# Unity (10 data points):
# Unity Count
0.05 138 
0.15 181 
0.25 179 
0.35 80 
0.45 54 
0.55 52 
0.65 30 
0.75 32 
0.85 101 
0.95 153 
# Unity (10 data points):
# Unity Count
0.05 149 
0.15 167 
0.25 169 
0.35 82 
0.45 56 
0.55 57 
0.65 28 
0.75 36 
0.85 113 
0.95 143 
# Unity (10 data points):
# Unity Count
0.05 157 
0.15 180 
0.25 149 
0.35 90 
0.45 55 
0.55 54 
0.65 19 
0.75 45 
0.85 111 
0.95 140 
# Unity (10 data points):
# Unity Count
0.05 135 
0.15 190 
0.25 177 
0.35 80 
0.45 48 
0.55 48 
0.65 34 
0.75 36 
0.85 104 
0.95 148 
# Unity (10 data points):
# Unity Count
0.05 131 
0.15 187 
0.25 170 
0.35 84 
0.45 63 
0.55 58 
0.65 17 
0.75 40 
0.85 98 
0.95 152 
# Unity (10 data points):
# Unity Count
0.05 137 
0.15 186 
0.25 177 
0.35 84 
0.45 54 
0.55 46 
0.65 29 
0.75 30 
0.85 109 
0.95 148 
# Unity (10 data points):
# Unity Count
0.05 141 
0.15 191 
0.25 161 
0.35 85 
0.45 49 
0.55 46 
0.65 36 
0.75 46 
0.85 92 
0.95 153 
# Unity (10 data points):
# Unity Count
0.05 146 
0.15 178 
0.25 171 
0.35 87 
0.45 57 
0.55 44 
0.65 29 
0.75 40 
0.85 87 
0.95 161 
# Unity (10 data points):
# Unity Count
0.05 139 
