# Structure counts (7 data points):
# "Structure type" Count
Other 7222 
"Cubic diamond" 6587 
"Cubic diamond (1st neighbor)" 1503 
"Cubic diamond (2nd neighbor)" 688 
"Hexagonal diamond" 0 
"Hexagonal diamond (1st neighbor)" 0 
"Hexagonal diamond (2nd neighbor)" 0 
# Structure counts (7 data points):
# "Structure type" Count
Other 7427 
"Cubic diamond" 6559 
"Cubic diamond (1st neighbor)" 1350 
"Cubic diamond (2nd neighbor)" 664 
"Hexagonal diamond" 0 
"Hexagonal diamond (1st neighbor)" 0 
"Hexagonal diamond (2nd neighbor)" 0 
# Structure counts (7 data points):
# "Structure type" Count
Other 7542 
"Cubic diamond" 6483 
"Cubic diamond (1st neighbor)" 1309 
"Cubic diamond (2nd neighbor)" 666 
"Hexagonal diamond" 0 
"Hexagonal diamond (1st neighbor)" 0 
"Hexagonal diamond (2nd neighbor)" 0 
# Structure counts (7 data points):
# "Structure type" Count
Other 7661 
"Cubic diamond" 6202 
"Cubic diamond (1st neighbor)" 1458 
"Cubic diamond (2nd neighbor)" 679 
"Hexagonal diamond" 0 
"Hexagonal diamond (1st neighbor)" 0 
"Hexagonal diamond (2nd neighbor)" 0 
# Structure counts (7 data points):
# "Structure type" Count
Other 7679 
"Cubic diamond" 6413 
"Cubic diamond (1st neighbor)" 1256 
"Cubic diamond (2nd neighbor)" 652 
"Hexagonal diamond" 0 
"Hexagonal diamond (1st neighbor)" 0 
"Hexagonal diamond (2nd neighbor)" 0 
# Structure counts (7 data points):
# "Structure type" Count
Other 7815 
"Cubic diamond" 6230 
"Cubic diamond (1st neighbor)" 1307 
"Cubic diamond (2nd neighbor)" 648 
"Hexagonal diamond" 0 
"Hexagonal diamond (1st neighbor)" 0 
"Hexagonal diamond (2nd neighbor)" 0 
# Structure counts (7 data points):
# "Structure type" Count
Other 7878 
"Cubic diamond" 6240 
"Cubic diamond (1st neighbor)" 1250 
"Cubic diamond (2nd neighbor)" 632 
"Hexagonal diamond" 0 
"Hexagonal diamond (1st neighbor)" 0 
"Hexagonal diamond (2nd neighbor)" 0 
# Structure counts (7 data points):
# "Structure type" Count
Other 8047 
"Cubic diamond" 6157 
"Cubic diamond (1st neighbor)" 1173 
"Cubic diamond (2nd neighbor)" 623 
"Hexagonal diamond" 0 
"Hexagonal diamond (1st neighbor)" 0 
"Hexagonal diamond (2nd neighbor)" 0 
# Structure counts (7 data points):
# "Structure type" Count
Other 7986 
"Cubic diamond" 6067 
"Cubic diamond (1st neighbor)" 1275 
"Cubic diamond (2nd neighbor)" 672 
"Hexagonal diamond" 0 
"Hexagonal diamond (1st neighbor)" 0 
"Hexagonal diamond (2nd neighbor)" 0 
# Structure counts (7 data points):
# "Structure type" Count
Other 8077 
"Cubic diamond" 6099 
"Cubic diamond (1st neighbor)" 1191 
