# Structure counts (7 data points):
# "Structure type" Count
Other 7547 
"Cubic diamond" 5983 
"Cubic diamond (1st neighbor)" 1754 
"Cubic diamond (2nd neighbor)" 716 
"Hexagonal diamond" 0 
"Hexagonal diamond (1st neighbor)" 0 
"Hexagonal diamond (2nd neighbor)" 0 
# Structure counts (7 data points):
# "Structure type" Count
Other 8155 
"Cubic diamond" 5502 
"Cubic diamond (1st neighbor)" 1602 
"Cubic diamond (2nd neighbor)" 741 
"Hexagonal diamond" 0 
"Hexagonal diamond (1st neighbor)" 0 
"Hexagonal diamond (2nd neighbor)" 0 
# Structure counts (7 data points):
# "Structure type" Count
Other 8495 
"Cubic diamond" 5391 
"Cubic diamond (1st neighbor)" 1393 
"Cubic diamond (2nd neighbor)" 721 
"Hexagonal diamond" 0 
"Hexagonal diamond (1st neighbor)" 0 
"Hexagonal diamond (2nd neighbor)" 0 
# Structure counts (7 data points):
# "Structure type" Count
Other 8773 
"Cubic diamond" 5300 
"Cubic diamond (1st neighbor)" 1256 
"Cubic diamond (2nd neighbor)" 671 
"Hexagonal diamond" 0 
"Hexagonal diamond (1st neighbor)" 0 
"Hexagonal diamond (2nd neighbor)" 0 
# Structure counts (7 data points):
# "Structure type" Count
Other 8883 
"Cubic diamond" 5284 
"Cubic diamond (1st neighbor)" 1179 
"Cubic diamond (2nd neighbor)" 654 
"Hexagonal diamond" 0 
"Hexagonal diamond (1st neighbor)" 0 
"Hexagonal diamond (2nd neighbor)" 0 
# Structure counts (7 data points):
# "Structure type" Count
Other 9030 
"Cubic diamond" 5192 
"Cubic diamond (1st neighbor)" 1143 
"Cubic diamond (2nd neighbor)" 635 
"Hexagonal diamond" 0 
"Hexagonal diamond (1st neighbor)" 0 
"Hexagonal diamond (2nd neighbor)" 0 
# Structure counts (7 data points):
# "Structure type" Count
Other 9116 
"Cubic diamond" 5071 
"Cubic diamond (1st neighbor)" 1181 
"Cubic diamond (2nd neighbor)" 632 
"Hexagonal diamond" 0 
"Hexagonal diamond (1st neighbor)" 0 
"Hexagonal diamond (2nd neighbor)" 0 
# Structure counts (7 data points):
# "Structure type" Count
Other 9185 
"Cubic diamond" 5006 
"Cubic diamond (1st neighbor)" 1150 
"Cubic diamond (2nd neighbor)" 659 
"Hexagonal diamond" 0 
"Hexagonal diamond (1st neighbor)" 0 
"Hexagonal diamond (2nd neighbor)" 0 
# Structure counts (7 data points):
# "Structure type" Count
Other 9265 
"Cubic diamond" 5029 
"Cubic diamond (1st neighbor)" 1088 
"Cubic diamond (2nd neighbor)" 618 
"Hexagonal diamond" 0 
"Hexagonal diamond (1st neighbor)" 0 
"Hexagonal diamond (2nd neighbor)" 0 
# Structure counts (7 data points):
# "Structure type" Count
Other 9470 
"Cubic diamond" 4741 
"Cubic diamond (1st neighbor)" 1132 
"Cubic diamond (2nd neighbor)" 657 
"Hexagonal diamond" 0 
"Hexagonal diamond (1st neighbor)" 0 
"Hexagonal diamond (2nd neighbor)" 0 
# Structure counts (7 data points):
# "Structure type" Count
Other 9523 
"Cubic diamond" 4753 
"Cubic diamond (1st neighbor)" 1105 
"Cubic diamond (2nd neighbor)" 619 
"Hexagonal diamond" 0 
"Hexagonal diamond (1st neighbor)" 0 
"Hexagonal diamond (2nd neighbor)" 0 
# Structure counts (7 data points):
# "Structure type" Count
Other 9586 
"Cubic diamond" 4656 
"Cubic diamond (1st neighbor)" 1123 
"Cubic diamond (2nd neighbor)" 635 
"Hexagonal diamond" 0 
"Hexagonal diamond (1st neighbor)" 0 
"Hexagonal diamond (2nd neighbor)" 0 
# Structure counts (7 data points):
# "Structure type" Count
Other 9743 
"Cubic diamond" 4546 
"Cubic diamond (1st neighbor)" 1101 
"Cubic diamond (2nd neighbor)" 610 
"Hexagonal diamond" 0 
"Hexagonal diamond (1st neighbor)" 0 
"Hexagonal diamond (2nd neighbor)" 0 
# Structure counts (7 data points):
# "Structure type" Count
Other 9673 
"Cubic diamond" 4537 
"Cubic diamond (1st neighbor)" 1152 
"Cubic diamond (2nd neighbor)" 638 
"Hexagonal diamond" 0 
"Hexagonal diamond (1st neighbor)" 0 
"Hexagonal diamond (2nd neighbor)" 0 
# Structure counts (7 data points):
# "Structure type" Count
Other 9780 
"Cubic diamond" 4449 
"Cubic diamond (1st neighbor)" 1142 
"Cubic diamond (2nd neighbor)" 629 
"Hexagonal diamond" 0 
"Hexagonal diamond (1st neighbor)" 0 
"Hexagonal diamond (2nd neighbor)" 0 
# Structure counts (7 data points):
# "Structure type" Count
Other 9917 
"Cubic diamond" 4442 
"Cubic diamond (1st neighbor)" 1029 
"Cubic diamond (2nd neighbor)" 612 
"Hexagonal diamond" 0 
"Hexagonal diamond (1st neighbor)" 0 
"Hexagonal diamond (2nd neighbor)" 0 
# Structure counts (7 data points):
# "Structure type" Count
Other 9977 
"Cubic diamond" 4215 
"Cubic diamond (1st neighbor)" 1158 
"Cubic diamond (2nd neighbor)" 650 
"Hexagonal diamond" 0 
"Hexagonal diamond (1st neighbor)" 0 
"Hexagonal diamond (2nd neighbor)" 0 
# Structure counts (7 data points):
# "Structure type" Count
Other 10175 
"Cubic diamond" 4202 
"Cubic diamond (1st neighbor)" 1014 
