# Structure counts (7 data points):
# "Structure type" Count
Other 8191 
"Cubic diamond" 6699 
"Cubic diamond (1st neighbor)" 649 
"Cubic diamond (2nd neighbor)" 461 
"Hexagonal diamond" 0 
"Hexagonal diamond (1st neighbor)" 0 
"Hexagonal diamond (2nd neighbor)" 0 
# Structure counts (7 data points):
# "Structure type" Count
Other 8184 
"Cubic diamond" 6714 
"Cubic diamond (1st neighbor)" 645 
"Cubic diamond (2nd neighbor)" 457 
"Hexagonal diamond" 0 
"Hexagonal diamond (1st neighbor)" 0 
"Hexagonal diamond (2nd neighbor)" 0 
# Structure counts (7 data points):
# "Structure type" Count
Other 8198 
"Cubic diamond" 6700 
"Cubic diamond (1st neighbor)" 633 
"Cubic diamond (2nd neighbor)" 469 
"Hexagonal diamond" 0 
"Hexagonal diamond (1st neighbor)" 0 
"Hexagonal diamond (2nd neighbor)" 0 
# Structure counts (7 data points):
# "Structure type" Count
Other 8196 
"Cubic diamond" 6673 
"Cubic diamond (1st neighbor)" 657 
"Cubic diamond (2nd neighbor)" 474 
"Hexagonal diamond" 0 
"Hexagonal diamond (1st neighbor)" 0 
"Hexagonal diamond (2nd neighbor)" 0 
# Structure counts (7 data points):
# "Structure type" Count
Other 8188 
"Cubic diamond" 6718 
"Cubic diamond (1st neighbor)" 637 
"Cubic diamond (2nd neighbor)" 457 
"Hexagonal diamond" 0 
"Hexagonal diamond (1st neighbor)" 0 
"Hexagonal diamond (2nd neighbor)" 0 
# Structure counts (7 data points):
# "Structure type" Count
Other 8178 
"Cubic diamond" 6672 
"Cubic diamond (1st neighbor)" 666 
"Cubic diamond (2nd neighbor)" 484 
"Hexagonal diamond" 0 
"Hexagonal diamond (1st neighbor)" 0 
"Hexagonal diamond (2nd neighbor)" 0 
# Structure counts (7 data points):
# "Structure type" Count
Other 8188 
"Cubic diamond" 6709 
"Cubic diamond (1st neighbor)" 635 
"Cubic diamond (2nd neighbor)" 468 
"Hexagonal diamond" 0 
"Hexagonal diamond (1st neighbor)" 0 
"Hexagonal diamond (2nd neighbor)" 0 
# Structure counts (7 data points):
# "Structure type" Count
Other 8200 
"Cubic diamond" 6713 
"Cubic diamond (1st neighbor)" 628 
"Cubic diamond (2nd neighbor)" 459 
"Hexagonal diamond" 0 
"Hexagonal diamond (1st neighbor)" 0 
"Hexagonal diamond (2nd neighbor)" 0 
# Structure counts (7 data points):
# "Structure type" Count
Other 8190 
"Cubic diamond" 6734 
"Cubic diamond (1st neighbor)" 620 
"Cubic diamond (2nd neighbor)" 456 
"Hexagonal diamond" 0 
"Hexagonal diamond (1st neighbor)" 0 
"Hexagonal diamond (2nd neighbor)" 0 
# Structure counts (7 data points):
# "Structure type" Count
Other 8179 
"Cubic diamond" 6692 
"Cubic diamond (1st neighbor)" 661 
"Cubic diamond (2nd neighbor)" 468 
"Hexagonal diamond" 0 
"Hexagonal diamond (1st neighbor)" 0 
"Hexagonal diamond (2nd neighbor)" 0 
# Structure counts (7 data points):
# "Structure type" Count
Other 8188 
"Cubic diamond" 6697 
"Cubic diamond (1st neighbor)" 647 
"Cubic diamond (2nd neighbor)" 468 
"Hexagonal diamond" 0 
"Hexagonal diamond (1st neighbor)" 0 
"Hexagonal diamond (2nd neighbor)" 0 
# Structure counts (7 data points):
# "Structure type" Count
Other 8166 
"Cubic diamond" 6692 
"Cubic diamond (1st neighbor)" 659 
"Cubic diamond (2nd neighbor)" 483 
"Hexagonal diamond" 0 
"Hexagonal diamond (1st neighbor)" 0 
"Hexagonal diamond (2nd neighbor)" 0 
# Structure counts (7 data points):
# "Structure type" Count
Other 8170 
"Cubic diamond" 6713 
"Cubic diamond (1st neighbor)" 646 
"Cubic diamond (2nd neighbor)" 471 
"Hexagonal diamond" 0 
"Hexagonal diamond (1st neighbor)" 0 
"Hexagonal diamond (2nd neighbor)" 0 
# Structure counts (7 data points):
# "Structure type" Count
Other 8197 
"Cubic diamond" 6690 
"Cubic diamond (1st neighbor)" 650 
"Cubic diamond (2nd neighbor)" 463 
"Hexagonal diamond" 0 
"Hexagonal diamond (1st neighbor)" 0 
"Hexagonal diamond (2nd neighbor)" 0 
# Structure counts (7 data points):
# "Structure type" Count
Other 8163 
"Cubic diamond" 6728 
"Cubic diamond (1st neighbor)" 641 
"Cubic diamond (2nd neighbor)" 468 
"Hexagonal diamond" 0 
"Hexagonal diamond (1st neighbor)" 0 
"Hexagonal diamond (2nd neighbor)" 0 
# Structure counts (7 data points):
# "Structure type" Count
Other 8172 
"Cubic diamond" 6696 
"Cubic diamond (1st neighbor)" 660 
"Cubic diamond (2nd neighbor)" 472 
"Hexagonal diamond" 0 
"Hexagonal diamond (1st neighbor)" 0 
"Hexagonal diamond (2nd neighbor)" 0 
# Structure counts (7 data points):
# "Structure type" Count
Other 8161 
"Cubic diamond" 6717 
"Cubic diamond (1st neighbor)" 643 
"Cubic diamond (2nd neighbor)" 479 
"Hexagonal diamond" 0 
"Hexagonal diamond (1st neighbor)" 0 
"Hexagonal diamond (2nd neighbor)" 0 
# Structure counts (7 data points):
# "Structure type" Count
Other 8161 
"Cubic diamond" 6714 
"Cubic diamond (1st neighbor)" 650 
"Cubic diamond (2nd neighbor)" 475 
"Hexagonal diamond" 0 
"Hexagonal diamond (1st neighbor)" 0 
"Hexagonal diamond (2nd neighbor)" 0 
# Structure counts (7 data points):
# "Structure type" Count
Other 8167 
"Cubic diamond" 6690 
"Cubic diamond (1st neighbor)" 656 
"Cubic diamond (2nd neighbor)" 487 
"Hexagonal diamond" 0 
"Hexagonal diamond (1st neighbor)" 0 
"Hexagonal diamond (2nd neighbor)" 0 
# Structure counts (7 data points):
# "Structure type" Count
Other 8157 
"Cubic diamond" 6725 
"Cubic diamond (1st neighbor)" 646 
"Cubic diamond (2nd neighbor)" 472 
"Hexagonal diamond" 0 
"Hexagonal diamond (1st neighbor)" 0 
"Hexagonal diamond (2nd neighbor)" 0 
# Structure counts (7 data points):
# "Structure type" Count
Other 8182 
"Cubic diamond" 6709 
"Cubic diamond (1st neighbor)" 648 
"Cubic diamond (2nd neighbor)" 461 
"Hexagonal diamond" 0 
"Hexagonal diamond (1st neighbor)" 0 
"Hexagonal diamond (2nd neighbor)" 0 
# Structure counts (7 data points):
# "Structure type" Count
Other 8164 
"Cubic diamond" 6733 
"Cubic diamond (1st neighbor)" 632 
"Cubic diamond (2nd neighbor)" 471 
"Hexagonal diamond" 0 
"Hexagonal diamond (1st neighbor)" 0 
"Hexagonal diamond (2nd neighbor)" 0 
# Structure counts (7 data points):
# "Structure type" Count
Other 8132 
"Cubic diamond" 6764 
"Cubic diamond (1st neighbor)" 630 
"Cubic diamond (2nd neighbor)" 474 
"Hexagonal diamond" 0 
"Hexagonal diamond (1st neighbor)" 0 
"Hexagonal diamond (2nd neighbor)" 0 
# Structure counts (7 data points):
# "Structure type" Count
Other 8172 
"Cubic diamond" 6713 
"Cubic diamond (1st neighbor)" 649 
"Cubic diamond (2nd neighbor)" 466 
"Hexagonal diamond" 0 
"Hexagonal diamond (1st neighbor)" 0 
"Hexagonal diamond (2nd neighbor)" 0 
# Structure counts (7 data points):
# "Structure type" Count
Other 8168 
"Cubic diamond" 6740 
"Cubic diamond (1st neighbor)" 630 
"Cubic diamond (2nd neighbor)" 462 
"Hexagonal diamond" 0 
"Hexagonal diamond (1st neighbor)" 0 
"Hexagonal diamond (2nd neighbor)" 0 
# Structure counts (7 data points):
# "Structure type" Count
Other 8160 
"Cubic diamond" 6740 
"Cubic diamond (1st neighbor)" 633 
"Cubic diamond (2nd neighbor)" 467 
"Hexagonal diamond" 0 
"Hexagonal diamond (1st neighbor)" 0 
"Hexagonal diamond (2nd neighbor)" 0 
# Structure counts (7 data points):
# "Structure type" Count
Other 8167 
"Cubic diamond" 6705 
"Cubic diamond (1st neighbor)" 652 
"Cubic diamond (2nd neighbor)" 476 
"Hexagonal diamond" 0 
"Hexagonal diamond (1st neighbor)" 0 
"Hexagonal diamond (2nd neighbor)" 0 
# Structure counts (7 data points):
# "Structure type" Count
Other 8127 
"Cubic diamond" 6751 
"Cubic diamond (1st neighbor)" 641 
"Cubic diamond (2nd neighbor)" 481 
"Hexagonal diamond" 0 
"Hexagonal diamond (1st neighbor)" 0 
"Hexagonal diamond (2nd neighbor)" 0 
# Structure counts (7 data points):
# "Structure type" Count
Other 8160 
"Cubic diamond" 6761 
"Cubic diamond (1st neighbor)" 613 
"Cubic diamond (2nd neighbor)" 466 
"Hexagonal diamond" 0 
"Hexagonal diamond (1st neighbor)" 0 
"Hexagonal diamond (2nd neighbor)" 0 
# Structure counts (7 data points):
# "Structure type" Count
Other 8131 
"Cubic diamond" 6771 
"Cubic diamond (1st neighbor)" 625 
"Cubic diamond (2nd neighbor)" 473 
"Hexagonal diamond" 0 
"Hexagonal diamond (1st neighbor)" 0 
"Hexagonal diamond (2nd neighbor)" 0 
# Structure counts (7 data points):
# "Structure type" Count
Other 8139 
"Cubic diamond" 6767 
"Cubic diamond (1st neighbor)" 624 
"Cubic diamond (2nd neighbor)" 470 
"Hexagonal diamond" 0 
"Hexagonal diamond (1st neighbor)" 0 
"Hexagonal diamond (2nd neighbor)" 0 
# Structure counts (7 data points):
# "Structure type" Count
Other 8156 
"Cubic diamond" 6753 
"Cubic diamond (1st neighbor)" 623 
"Cubic diamond (2nd neighbor)" 468 
"Hexagonal diamond" 0 
"Hexagonal diamond (1st neighbor)" 0 
"Hexagonal diamond (2nd neighbor)" 0 
# Structure counts (7 data points):
# "Structure type" Count
Other 8155 
"Cubic diamond" 6733 
"Cubic diamond (1st neighbor)" 631 
"Cubic diamond (2nd neighbor)" 481 
"Hexagonal diamond" 0 
"Hexagonal diamond (1st neighbor)" 0 
"Hexagonal diamond (2nd neighbor)" 0 
# Structure counts (7 data points):
# "Structure type" Count
Other 8166 
"Cubic diamond" 6752 
"Cubic diamond (1st neighbor)" 615 
"Cubic diamond (2nd neighbor)" 467 
"Hexagonal diamond" 0 
"Hexagonal diamond (1st neighbor)" 0 
"Hexagonal diamond (2nd neighbor)" 0 
# Structure counts (7 data points):
# "Structure type" Count
Other 8140 
"Cubic diamond" 6794 
"Cubic diamond (1st neighbor)" 610 
"Cubic diamond (2nd neighbor)" 456 
"Hexagonal diamond" 0 
"Hexagonal diamond (1st neighbor)" 0 
"Hexagonal diamond (2nd neighbor)" 0 
# Structure counts (7 data points):
# "Structure type" Count
Other 8153 
"Cubic diamond" 6772 
"Cubic diamond (1st neighbor)" 615 
"Cubic diamond (2nd neighbor)" 460 
"Hexagonal diamond" 0 
"Hexagonal diamond (1st neighbor)" 0 
"Hexagonal diamond (2nd neighbor)" 0 
# Structure counts (7 data points):
# "Structure type" Count
Other 8122 
"Cubic diamond" 6794 
"Cubic diamond (1st neighbor)" 617 
"Cubic diamond (2nd neighbor)" 467 
"Hexagonal diamond" 0 
"Hexagonal diamond (1st neighbor)" 0 
"Hexagonal diamond (2nd neighbor)" 0 
# Structure counts (7 data points):
# "Structure type" Count
Other 8114 
"Cubic diamond" 6808 
"Cubic diamond (1st neighbor)" 613 
"Cubic diamond (2nd neighbor)" 465 
"Hexagonal diamond" 0 
"Hexagonal diamond (1st neighbor)" 0 
"Hexagonal diamond (2nd neighbor)" 0 
# Structure counts (7 data points):
# "Structure type" Count
Other 8106 
"Cubic diamond" 6816 
"Cubic diamond (1st neighbor)" 609 
"Cubic diamond (2nd neighbor)" 469 
"Hexagonal diamond" 0 
"Hexagonal diamond (1st neighbor)" 0 
"Hexagonal diamond (2nd neighbor)" 0 
# Structure counts (7 data points):
# "Structure type" Count
Other 8100 
"Cubic diamond" 6809 
"Cubic diamond (1st neighbor)" 624 
"Cubic diamond (2nd neighbor)" 467 
"Hexagonal diamond" 0 
"Hexagonal diamond (1st neighbor)" 0 
"Hexagonal diamond (2nd neighbor)" 0 
# Structure counts (7 data points):
# "Structure type" Count
Other 8101 
"Cubic diamond" 6800 
"Cubic diamond (1st neighbor)" 621 
"Cubic diamond (2nd neighbor)" 478 
"Hexagonal diamond" 0 
"Hexagonal diamond (1st neighbor)" 0 
"Hexagonal diamond (2nd neighbor)" 0 
# Structure counts (7 data points):
# "Structure type" Count
Other 8112 
"Cubic diamond" 6790 
"Cubic diamond (1st neighbor)" 616 
"Cubic diamond (2nd neighbor)" 482 
"Hexagonal diamond" 0 
"Hexagonal diamond (1st neighbor)" 0 
"Hexagonal diamond (2nd neighbor)" 0 
# Structure counts (7 data points):
# "Structure type" Count
Other 8139 
"Cubic diamond" 6776 
"Cubic diamond (1st neighbor)" 619 
"Cubic diamond (2nd neighbor)" 466 
"Hexagonal diamond" 0 
"Hexagonal diamond (1st neighbor)" 0 
"Hexagonal diamond (2nd neighbor)" 0 
# Structure counts (7 data points):
# "Structure type" Count
Other 8098 
"Cubic diamond" 6771 
"Cubic diamond (1st neighbor)" 638 
"Cubic diamond (2nd neighbor)" 493 
"Hexagonal diamond" 0 
"Hexagonal diamond (1st neighbor)" 0 
"Hexagonal diamond (2nd neighbor)" 0 
# Structure counts (7 data points):
# "Structure type" Count
Other 8095 
"Cubic diamond" 6792 
"Cubic diamond (1st neighbor)" 634 
"Cubic diamond (2nd neighbor)" 479 
"Hexagonal diamond" 0 
"Hexagonal diamond (1st neighbor)" 0 
"Hexagonal diamond (2nd neighbor)" 0 
# Structure counts (7 data points):
# "Structure type" Count
Other 8101 
"Cubic diamond" 6805 
"Cubic diamond (1st neighbor)" 621 
"Cubic diamond (2nd neighbor)" 473 
"Hexagonal diamond" 0 
"Hexagonal diamond (1st neighbor)" 0 
"Hexagonal diamond (2nd neighbor)" 0 
# Structure counts (7 data points):
# "Structure type" Count
Other 8031 
"Cubic diamond" 6820 
"Cubic diamond (1st neighbor)" 645 
"Cubic diamond (2nd neighbor)" 504 
"Hexagonal diamond" 0 
"Hexagonal diamond (1st neighbor)" 0 
"Hexagonal diamond (2nd neighbor)" 0 
# Structure counts (7 data points):
# "Structure type" Count
Other 8043 
"Cubic diamond" 6807 
"Cubic diamond (1st neighbor)" 647 
"Cubic diamond (2nd neighbor)" 503 
"Hexagonal diamond" 0 
"Hexagonal diamond (1st neighbor)" 0 
