# Structure counts (7 data points):
# "Structure type" Count
Other 7514 
"Cubic diamond" 6441 
"Cubic diamond (1st neighbor)" 1436 
"Cubic diamond (2nd neighbor)" 609 
"Hexagonal diamond" 0 
"Hexagonal diamond (1st neighbor)" 0 
"Hexagonal diamond (2nd neighbor)" 0 
# Structure counts (7 data points):
# "Structure type" Count
Other 7814 
"Cubic diamond" 6231 
"Cubic diamond (1st neighbor)" 1324 
"Cubic diamond (2nd neighbor)" 631 
"Hexagonal diamond" 0 
"Hexagonal diamond (1st neighbor)" 0 
"Hexagonal diamond (2nd neighbor)" 0 
# Structure counts (7 data points):
# "Structure type" Count
Other 7914 
"Cubic diamond" 6062 
"Cubic diamond (1st neighbor)" 1369 
"Cubic diamond (2nd neighbor)" 655 
"Hexagonal diamond" 0 
"Hexagonal diamond (1st neighbor)" 0 
"Hexagonal diamond (2nd neighbor)" 0 
# Structure counts (7 data points):
# "Structure type" Count
Other 7989 
"Cubic diamond" 6184 
"Cubic diamond (1st neighbor)" 1196 
"Cubic diamond (2nd neighbor)" 631 
"Hexagonal diamond" 0 
"Hexagonal diamond (1st neighbor)" 0 
"Hexagonal diamond (2nd neighbor)" 0 
# Structure counts (7 data points):
# "Structure type" Count
Other 8078 
"Cubic diamond" 6118 
"Cubic diamond (1st neighbor)" 1177 
"Cubic diamond (2nd neighbor)" 627 
"Hexagonal diamond" 0 
"Hexagonal diamond (1st neighbor)" 0 
"Hexagonal diamond (2nd neighbor)" 0 
# Structure counts (7 data points):
# "Structure type" Count
Other 8220 
"Cubic diamond" 5937 
"Cubic diamond (1st neighbor)" 1230 
"Cubic diamond (2nd neighbor)" 613 
"Hexagonal diamond" 0 
"Hexagonal diamond (1st neighbor)" 0 
"Hexagonal diamond (2nd neighbor)" 0 
# Structure counts (7 data points):
# "Structure type" Count
Other 8211 
"Cubic diamond" 6106 
"Cubic diamond (1st neighbor)" 1095 
"Cubic diamond (2nd neighbor)" 588 
"Hexagonal diamond" 0 
