# Structure counts (9 data points):
# "Structure type" Count
Other 0 
"Simple cubic" 16000 
# Structure counts (9 data points):
# "Structure type" Count
Other 213 
"Simple cubic" 15787 
# Structure counts (9 data points):
# "Structure type" Count
Other 205 
"Simple cubic" 15795 
# Structure counts (9 data points):
# "Structure type" Count
Other 203 
"Simple cubic" 15797 
# Structure counts (9 data points):
# "Structure type" Count
Other 215 
"Simple cubic" 15785 
# Structure counts (9 data points):
# "Structure type" Count
Other 228 
"Simple cubic" 15772 
# Structure counts (9 data points):
# "Structure type" Count
Other 253 
"Simple cubic" 15747 
# Structure counts (9 data points):
# "Structure type" Count
Other 214 
"Simple cubic" 15786 
# Structure counts (9 data points):
# "Structure type" Count
Other 260 
"Simple cubic" 15740 
# Structure counts (9 data points):
# "Structure type" Count
Other 208 
"Simple cubic" 15792 
# Structure counts (9 data points):
# "Structure type" Count
Other 208 
"Simple cubic" 15792 
# Structure counts (9 data points):
# "Structure type" Count
Other 207 
"Simple cubic" 15793 
# Structure counts (9 data points):
# "Structure type" Count
Other 205 
"Simple cubic" 15795 
# Structure counts (9 data points):
# "Structure type" Count
Other 207 
"Simple cubic" 15793 
# Structure counts (9 data points):
# "Structure type" Count
Other 212 
"Simple cubic" 15788 
# Structure counts (9 data points):
# "Structure type" Count
Other 232 
"Simple cubic" 15768 
# Structure counts (9 data points):
# "Structure type" Count
Other 215 
"Simple cubic" 15785 
# Structure counts (9 data points):
# "Structure type" Count
Other 232 
"Simple cubic" 15768 
# Structure counts (9 data points):
# "Structure type" Count
Other 245 
"Simple cubic" 15755 
# Structure counts (9 data points):
# "Structure type" Count
Other 240 
"Simple cubic" 15760 
# Structure counts (9 data points):
# "Structure type" Count
Other 175 
"Simple cubic" 15825 
# Structure counts (9 data points):
# "Structure type" Count
Other 260 
"Simple cubic" 15740 
# Structure counts (9 data points):
# "Structure type" Count
Other 230 
"Simple cubic" 15770 
# Structure counts (9 data points):
# "Structure type" Count
Other 184 
"Simple cubic" 15816 
# Structure counts (9 data points):
# "Structure type" Count
Other 215 
"Simple cubic" 15785 
# Structure counts (9 data points):
# "Structure type" Count
Other 270 
"Simple cubic" 15730 
# Structure counts (9 data points):
# "Structure type" Count
Other 263 
"Simple cubic" 15737 
# Structure counts (9 data points):
# "Structure type" Count
Other 222 
"Simple cubic" 15778 
# Structure counts (9 data points):
# "Structure type" Count
Other 239 
"Simple cubic" 15761 
# Structure counts (9 data points):
# "Structure type" Count
Other 252 
"Simple cubic" 15748 
# Structure counts (9 data points):
# "Structure type" Count
Other 205 
"Simple cubic" 15795 
# Structure counts (9 data points):
# "Structure type" Count
Other 262 
"Simple cubic" 15738 
# Structure counts (9 data points):
# "Structure type" Count
Other 239 
"Simple cubic" 15761 
# Structure counts (9 data points):
# "Structure type" Count
Other 219 
"Simple cubic" 15781 
# Structure counts (9 data points):
# "Structure type" Count
Other 274 
"Simple cubic" 15726 
# Structure counts (9 data points):
# "Structure type" Count
Other 221 
"Simple cubic" 15779 
# Structure counts (9 data points):
# "Structure type" Count
Other 251 
"Simple cubic" 15749 
# Structure counts (9 data points):
# "Structure type" Count
Other 251 
"Simple cubic" 15749 
# Structure counts (9 data points):
# "Structure type" Count
Other 238 
"Simple cubic" 15762 
# Structure counts (9 data points):
# "Structure type" Count
Other 247 
"Simple cubic" 15753 
# Structure counts (9 data points):
# "Structure type" Count
Other 272 
"Simple cubic" 15728 
# Structure counts (9 data points):
# "Structure type" Count
Other 216 
"Simple cubic" 15784 
# Structure counts (9 data points):
# "Structure type" Count
Other 235 
"Simple cubic" 15765 
# Structure counts (9 data points):
# "Structure type" Count
Other 252 
"Simple cubic" 15748 
# Structure counts (9 data points):
# "Structure type" Count
Other 245 
"Simple cubic" 15755 
# Structure counts (9 data points):
# "Structure type" Count
Other 229 
"Simple cubic" 15771 
# Structure counts (9 data points):
# "Structure type" Count
Other 265 
"Simple cubic" 15735 
# Structure counts (9 data points):
# "Structure type" Count
Other 249 
"Simple cubic" 15751 
# Structure counts (9 data points):
# "Structure type" Count
Other 231 
"Simple cubic" 15769 
# Structure counts (9 data points):
# "Structure type" Count
Other 275 
"Simple cubic" 15725 
# Structure counts (9 data points):
# "Structure type" Count
Other 228 
"Simple cubic" 15772 
# Structure counts (9 data points):
# "Structure type" Count
Other 230 
"Simple cubic" 15770 
# Structure counts (9 data points):
# "Structure type" Count
Other 292 
"Simple cubic" 15708 
# Structure counts (9 data points):
# "Structure type" Count
Other 251 
"Simple cubic" 15749 
# Structure counts (9 data points):
# "Structure type" Count
Other 267 
"Simple cubic" 15733 
# Structure counts (9 data points):
# "Structure type" Count
Other 236 
"Simple cubic" 15764 
# Structure counts (9 data points):
# "Structure type" Count
Other 262 
"Simple cubic" 15738 
# Structure counts (9 data points):
# "Structure type" Count
Other 226 
"Simple cubic" 15774 
# Structure counts (9 data points):
# "Structure type" Count
Other 234 
"Simple cubic" 15766 
# Structure counts (9 data points):
# "Structure type" Count
Other 264 
"Simple cubic" 15736 
# Structure counts (9 data points):
# "Structure type" Count
Other 245 
"Simple cubic" 15755 
# Structure counts (9 data points):
# "Structure type" Count
Other 251 
"Simple cubic" 15749 
# Structure counts (9 data points):
# "Structure type" Count
Other 261 
"Simple cubic" 15739 
# Structure counts (9 data points):
# "Structure type" Count
Other 250 
"Simple cubic" 15750 
# Structure counts (9 data points):
# "Structure type" Count
Other 275 
"Simple cubic" 15725 
# Structure counts (9 data points):
# "Structure type" Count
Other 263 
"Simple cubic" 15737 
# Structure counts (9 data points):
# "Structure type" Count
Other 287 
"Simple cubic" 15713 
# Structure counts (9 data points):
# "Structure type" Count
Other 273 
"Simple cubic" 15727 
# Structure counts (9 data points):
# "Structure type" Count
Other 236 
"Simple cubic" 15764 
# Structure counts (9 data points):
# "Structure type" Count
Other 236 
"Simple cubic" 15764 
# Structure counts (9 data points):
# "Structure type" Count
Other 263 
"Simple cubic" 15737 
# Structure counts (9 data points):
# "Structure type" Count
Other 251 
"Simple cubic" 15749 
# Structure counts (9 data points):
# "Structure type" Count
Other 245 
"Simple cubic" 15755 
# Structure counts (9 data points):
# "Structure type" Count
Other 254 
"Simple cubic" 15746 
# Structure counts (9 data points):
# "Structure type" Count
Other 268 
"Simple cubic" 15732 
# Structure counts (9 data points):
# "Structure type" Count
Other 239 
"Simple cubic" 15761 
# Structure counts (9 data points):
# "Structure type" Count
Other 240 
"Simple cubic" 15760 
# Structure counts (9 data points):
# "Structure type" Count
Other 288 
"Simple cubic" 15712 
# Structure counts (9 data points):
# "Structure type" Count
Other 236 
"Simple cubic" 15764 
# Structure counts (9 data points):
# "Structure type" Count
Other 236 
"Simple cubic" 15764 
# Structure counts (9 data points):
# "Structure type" Count
Other 258 
"Simple cubic" 15742 
# Structure counts (9 data points):
# "Structure type" Count
Other 293 
"Simple cubic" 15707 
# Structure counts (9 data points):
# "Structure type" Count
Other 258 
