# Structure counts (9 data points):
# "Structure type" Count
Other 436 
"Simple cubic" 15564 
# Structure counts (9 data points):
# "Structure type" Count
Other 421 
"Simple cubic" 15579 
# Structure counts (9 data points):
# "Structure type" Count
Other 413 
"Simple cubic" 15587 
# Structure counts (9 data points):
# "Structure type" Count
Other 422 
"Simple cubic" 15578 
# Structure counts (9 data points):
# "Structure type" Count
Other 438 
"Simple cubic" 15562 
# Structure counts (9 data points):
# "Structure type" Count
Other 418 
"Simple cubic" 15582 
# Structure counts (9 data points):
# "Structure type" Count
Other 387 
"Simple cubic" 15613 
# Structure counts (9 data points):
# "Structure type" Count
Other 458 
"Simple cubic" 15542 
# Structure counts (9 data points):
# "Structure type" Count
Other 436 
"Simple cubic" 15564 
# Structure counts (9 data points):
# "Structure type" Count
Other 484 
"Simple cubic" 15516 
# Structure counts (9 data points):
# "Structure type" Count
Other 478 
"Simple cubic" 15522 
# Structure counts (9 data points):
# "Structure type" Count
Other 546 
"Simple cubic" 15454 
# Structure counts (9 data points):
# "Structure type" Count
Other 535 
"Simple cubic" 15465 
# Structure counts (9 data points):
# "Structure type" Count
Other 574 
"Simple cubic" 15426 
# Structure counts (9 data points):
# "Structure type" Count
Other 521 
"Simple cubic" 15479 
# Structure counts (9 data points):
# "Structure type" Count
Other 526 
"Simple cubic" 15474 
# Structure counts (9 data points):
# "Structure type" Count
Other 612 
"Simple cubic" 15388 
# Structure counts (9 data points):
# "Structure type" Count
Other 579 
"Simple cubic" 15421 
# Structure counts (9 data points):
# "Structure type" Count
Other 653 
"Simple cubic" 15347 
# Structure counts (9 data points):
# "Structure type" Count
Other 601 
"Simple cubic" 15399 
# Structure counts (9 data points):
# "Structure type" Count
Other 597 
"Simple cubic" 15403 
# Structure counts (9 data points):
# "Structure type" Count
Other 637 
"Simple cubic" 15363 
# Structure counts (9 data points):
# "Structure type" Count
Other 629 
"Simple cubic" 15371 
# Structure counts (9 data points):
# "Structure type" Count
Other 654 
"Simple cubic" 15346 
# Structure counts (9 data points):
# "Structure type" Count
Other 695 
"Simple cubic" 15305 
# Structure counts (9 data points):
# "Structure type" Count
Other 663 
"Simple cubic" 15337 
# Structure counts (9 data points):
# "Structure type" Count
Other 770 
"Simple cubic" 15230 
# Structure counts (9 data points):
# "Structure type" Count
Other 899 
"Simple cubic" 15101 
# Structure counts (9 data points):
# "Structure type" Count
Other 919 
"Simple cubic" 15081 
# Structure counts (9 data points):
# "Structure type" Count
Other 855 
"Simple cubic" 15145 
# Structure counts (9 data points):
# "Structure type" Count
Other 818 
"Simple cubic" 15182 
# Structure counts (9 data points):
# "Structure type" Count
Other 907 
"Simple cubic" 15093 
# Structure counts (9 data points):
# "Structure type" Count
Other 991 
"Simple cubic" 15009 
# Structure counts (9 data points):
# "Structure type" Count
Other 1089 
"Simple cubic" 14911 
# Structure counts (9 data points):
# "Structure type" Count
Other 994 
"Simple cubic" 15006 
# Structure counts (9 data points):
# "Structure type" Count
Other 1025 
"Simple cubic" 14975 
# Structure counts (9 data points):
# "Structure type" Count
Other 1146 
"Simple cubic" 14854 
# Structure counts (9 data points):
# "Structure type" Count
Other 1155 
"Simple cubic" 14845 
# Structure counts (9 data points):
# "Structure type" Count
Other 1073 
"Simple cubic" 14927 
# Structure counts (9 data points):
# "Structure type" Count
Other 1170 
"Simple cubic" 14830 
# Structure counts (9 data points):
# "Structure type" Count
Other 1209 
"Simple cubic" 14791 
# Structure counts (9 data points):
# "Structure type" Count
Other 1221 
"Simple cubic" 14779 
# Structure counts (9 data points):
# "Structure type" Count
Other 1146 
"Simple cubic" 14854 
# Structure counts (9 data points):
# "Structure type" Count
Other 1167 
"Simple cubic" 14833 
# Structure counts (9 data points):
# "Structure type" Count
Other 1315 
"Simple cubic" 14685 
# Structure counts (9 data points):
# "Structure type" Count
Other 1347 
"Simple cubic" 14653 
# Structure counts (9 data points):
# "Structure type" Count
Other 1417 
"Simple cubic" 14583 
# Structure counts (9 data points):
# "Structure type" Count
Other 1502 
"Simple cubic" 14498 
# Structure counts (9 data points):
# "Structure type" Count
Other 1500 
"Simple cubic" 14500 
# Structure counts (9 data points):
# "Structure type" Count
Other 1614 
"Simple cubic" 14386 
# Structure counts (9 data points):
# "Structure type" Count
Other 1700 
"Simple cubic" 14300 
# Structure counts (9 data points):
# "Structure type" Count
Other 2600 
"Simple cubic" 13400 
# Structure counts (9 data points):
# "Structure type" Count
Other 8341 
"Simple cubic" 7659 
# Structure counts (9 data points):
# "Structure type" Count
Other 9348 
"Simple cubic" 6652 
# Structure counts (9 data points):
# "Structure type" Count
Other 9396 
"Simple cubic" 6604 
# Structure counts (9 data points):
# "Structure type" Count
Other 9386 
"Simple cubic" 6614 
# Structure counts (9 data points):
# "Structure type" Count
Other 9408 
"Simple cubic" 6592 
# Structure counts (9 data points):
# "Structure type" Count
Other 9454 
"Simple cubic" 6546 
# Structure counts (9 data points):
# "Structure type" Count
Other 9419 
"Simple cubic" 6581 
# Structure counts (9 data points):
# "Structure type" Count
Other 9459 
"Simple cubic" 6541 
# Structure counts (9 data points):
# "Structure type" Count
Other 9439 
"Simple cubic" 6561 
# Structure counts (9 data points):
