# Structure counts (9 data points):
# "Structure type" Count
Other 9486 
"Simple cubic" 6514 
# Structure counts (9 data points):
# "Structure type" Count
Other 9502 
"Simple cubic" 6498 
# Structure counts (9 data points):
# "Structure type" Count
Other 9492 
"Simple cubic" 6508 
# Structure counts (9 data points):
# "Structure type" Count
Other 9466 
"Simple cubic" 6534 
# Structure counts (9 data points):
# "Structure type" Count
Other 9497 
"Simple cubic" 6503 
# Structure counts (9 data points):
# "Structure type" Count
Other 9495 
"Simple cubic" 6505 
# Structure counts (9 data points):
# "Structure type" Count
Other 9473 
"Simple cubic" 6527 
# Structure counts (9 data points):
# "Structure type" Count
Other 9457 
"Simple cubic" 6543 
# Structure counts (9 data points):
# "Structure type" Count
Other 9448 
"Simple cubic" 6552 
# Structure counts (9 data points):
# "Structure type" Count
Other 9484 
"Simple cubic" 6516 
# Structure counts (9 data points):
# "Structure type" Count
Other 9468 
"Simple cubic" 6532 
# Structure counts (9 data points):
# "Structure type" Count
Other 9487 
"Simple cubic" 6513 
# Structure counts (9 data points):
# "Structure type" Count
Other 9426 
"Simple cubic" 6574 
# Structure counts (9 data points):
# "Structure type" Count
Other 9468 
"Simple cubic" 6532 
# Structure counts (9 data points):
# "Structure type" Count
Other 9469 
"Simple cubic" 6531 
# Structure counts (9 data points):
# "Structure type" Count
Other 9478 
"Simple cubic" 6522 
# Structure counts (9 data points):
# "Structure type" Count
Other 9471 
"Simple cubic" 6529 
# Structure counts (9 data points):
# "Structure type" Count
Other 9401 
"Simple cubic" 6599 
# Structure counts (9 data points):
# "Structure type" Count
Other 9484 
"Simple cubic" 6516 
# Structure counts (9 data points):
# "Structure type" Count
Other 9439 
"Simple cubic" 6561 
# Structure counts (9 data points):
# "Structure type" Count
Other 9434 
"Simple cubic" 6566 
# Structure counts (9 data points):
# "Structure type" Count
Other 9421 
"Simple cubic" 6579 
# Structure counts (9 data points):
# "Structure type" Count
Other 9443 
"Simple cubic" 6557 
# Structure counts (9 data points):
# "Structure type" Count
Other 9408 
"Simple cubic" 6592 
# Structure counts (9 data points):
# "Structure type" Count
Other 9430 
"Simple cubic" 6570 
# Structure counts (9 data points):
# "Structure type" Count
Other 9425 
"Simple cubic" 6575 
# Structure counts (9 data points):
# "Structure type" Count
Other 9422 
"Simple cubic" 6578 
# Structure counts (9 data points):
# "Structure type" Count
Other 9411 
"Simple cubic" 6589 
# Structure counts (9 data points):
# "Structure type" Count
Other 9369 
"Simple cubic" 6631 
# Structure counts (9 data points):
# "Structure type" Count
Other 9404 
"Simple cubic" 6596 
# Structure counts (9 data points):
# "Structure type" Count
Other 9401 
"Simple cubic" 6599 
# Structure counts (9 data points):
# "Structure type" Count
Other 9371 
"Simple cubic" 6629 
# Structure counts (9 data points):
# "Structure type" Count
Other 9372 
"Simple cubic" 6628 
# Structure counts (9 data points):
# "Structure type" Count
Other 9409 
"Simple cubic" 6591 
# Structure counts (9 data points):
# "Structure type" Count
Other 9389 
"Simple cubic" 6611 
# Structure counts (9 data points):
