# Unity (10 data points):
# Unity Count
0.85 147 
0.95 129 
# Unity (10 data points):
# Unity Count
0.05 236 
0.15 178 
0.25 86 
0.35 62 
0.45 36 
0.55 41 
0.65 35 
0.75 52 
0.85 141 
0.95 133 
# Unity (10 data points):
# Unity Count
0.05 247 
0.15 172 
0.25 98 
0.35 39 
0.45 41 
0.55 38 
0.65 37 
0.75 46 
0.85 163 
0.95 119 
# Unity (10 data points):
# Unity Count
0.05 248 
0.15 161 
0.25 114 
0.35 39 
0.45 31 
0.55 36 
0.65 46 
0.75 50 
0.85 151 
0.95 124 
# Unity (10 data points):
# Unity Count
0.05 242 
0.15 163 
0.25 111 
0.35 46 
0.45 24 
0.55 47 
0.65 43 
0.75 47 
0.85 149 
0.95 128 
# Unity (10 data points):
# Unity Count
0.05 259 
0.15 136 
0.25 120 
0.35 42 
0.45 37 
0.55 49 
0.65 37 
0.75 46 
0.85 142 
0.95 132 
# Unity (10 data points):
# Unity Count
0.05 248 
0.15 148 
0.25 115 
0.35 41 
0.45 41 
0.55 41 
0.65 40 
0.75 53 
0.85 145 
0.95 128 
# Unity (10 data points):
# Unity Count
0.05 245 
0.15 157 
0.25 117 
0.35 42 
0.45 37 
0.55 43 
0.65 31 
0.75 48 
0.85 158 
0.95 122 
# Unity (10 data points):
# Unity Count
0.05 243 
0.15 163 
0.25 105 
0.35 61 
0.45 22 
0.55 38 
0.65 38 
0.75 50 
0.85 152 
0.95 128 
# Unity (10 data points):
# Unity Count
0.05 247 
0.15 171 
0.25 100 
0.35 41 
0.45 31 
0.55 40 
0.65 39 
0.75 53 
0.85 150 
0.95 128 
# Unity (10 data points):
# Unity Count
0.05 247 
0.15 163 
0.25 105 
0.35 45 
0.45 35 
0.55 41 
0.65 32 
0.75 68 
0.85 134 
0.95 130 
# Unity (10 data points):
# Unity Count
0.05 251 
0.15 148 
0.25 122 
0.35 47 
0.45 28 
0.55 41 
0.65 35 
0.75 52 
0.85 147 
0.95 129 
# Unity (10 data points):
# Unity Count
0.05 248 
0.15 157 
0.25 116 
0.35 43 
0.45 35 
0.55 40 
0.65 27 
0.75 61 
0.85 136 
0.95 137 
# Unity (10 data points):
# Unity Count
0.05 246 
0.15 167 
0.25 92 
0.35 57 
0.45 27 
0.55 45 
0.65 49 
0.75 45 
0.85 151 
0.95 121 
# Unity (10 data points):
# Unity Count
0.05 242 
0.15 168 
0.25 107 
0.35 51 
0.45 26 
0.55 36 
0.65 48 
0.75 48 
0.85 156 
0.95 118 
# Unity (10 data points):
# Unity Count
0.05 248 
0.15 161 
0.25 101 
0.35 43 
0.45 34 
0.55 45 
0.65 47 
0.75 50 
0.85 151 
0.95 120 
# Unity (10 data points):
# Unity Count
0.05 245 
0.15 166 
0.25 99 
0.35 55 
0.45 25 
0.55 41 
0.65 38 
0.75 73 
0.85 136 
0.95 122 
# Unity (10 data points):
# Unity Count
0.05 249 
0.15 153 
0.25 115 
0.35 40 
0.45 32 
0.55 44 
0.65 42 
0.75 48 
0.85 144 
0.95 133 
# Unity (10 data points):
# Unity Count
0.05 237 
0.15 172 
0.25 104 
0.35 45 
0.45 30 
0.55 40 
0.65 46 
0.75 53 
0.85 145 
0.95 128 
# Unity (10 data points):
# Unity Count
0.05 243 
0.15 160 
0.25 117 
0.35 41 
0.45 30 
0.55 46 
0.65 38 
0.75 61 
0.85 140 
0.95 124 
# Unity (10 data points):
# Unity Count
0.05 234 
0.15 179 
0.25 106 
0.35 46 
0.45 27 
0.55 44 
0.65 32 
0.75 62 
0.85 143 
0.95 127 
# Unity (10 data points):
# Unity Count
0.05 244 
0.15 178 
0.25 100 
0.35 37 
0.45 33 
0.55 41 
0.65 38 
0.75 52 
0.85 160 
0.95 117 
# Unity (10 data points):
# Unity Count
0.05 252 
0.15 154 
0.25 104 
0.35 49 
0.45 32 
0.55 34 
0.65 45 
0.75 63 
0.85 139 
0.95 128 
# Unity (10 data points):
# Unity Count
0.05 248 
0.15 163 
0.25 103 
0.35 50 
0.45 25 
0.55 38 
0.65 40 
0.75 55 
0.85 153 
0.95 125 
# Unity (10 data points):
# Unity Count
0.05 234 
0.15 180 
0.25 104 
0.35 42 
0.45 35 
0.55 39 
0.65 39 
0.75 46 
0.85 153 
0.95 128 
# Unity (10 data points):
# Unity Count
0.05 249 
0.15 160 
0.25 104 
0.35 39 
0.45 41 
0.55 39 
0.65 39 
0.75 47 
0.85 154 
0.95 128 
# Unity (10 data points):
# Unity Count
0.05 250 
0.15 154 
0.25 109 
0.35 49 
0.45 35 
0.55 44 
0.65 36 
0.75 44 
0.85 156 
0.95 123 
# Unity (10 data points):
# Unity Count
0.05 251 
0.15 152 
0.25 113 
0.35 50 
0.45 23 
0.55 50 
0.65 26 
0.75 62 
0.85 149 
0.95 124 
# Unity (10 data points):
# Unity Count
0.05 256 
0.15 147 
0.25 104 
0.35 47 
0.45 34 
0.55 48 
0.65 50 
0.75 29 
0.85 163 
0.95 122 
# Unity (10 data points):
# Unity Count
0.05 257 
0.15 150 
0.25 106 
0.35 41 
0.45 32 
0.55 50 
0.65 37 
0.75 54 
0.85 147 
0.95 126 
# Unity (10 data points):
# Unity Count
0.05 250 
0.15 159 
0.25 103 
0.35 54 
0.45 31 
0.55 39 
0.65 30 
0.75 52 
0.85 157 
0.95 125 
# Unity (10 data points):
# Unity Count
0.05 247 
0.15 165 
0.25 107 
0.35 37 
0.45 39 
0.55 39 
0.65 37 
0.75 54 
0.85 151 
0.95 124 
# Unity (10 data points):
# Unity Count
0.05 252 
0.15 149 
0.25 119 
0.35 46 
0.45 29 
0.55 36 
0.65 35 
0.75 57 
0.85 147 
0.95 130 
# Unity (10 data points):
# Unity Count
0.05 244 
0.15 172 
0.25 98 
0.35 57 
0.45 26 
0.55 31 
0.65 44 
0.75 52 
0.85 154 
0.95 122 
# Unity (10 data points):
# Unity Count
0.05 264 
0.15 150 
0.25 98 
0.35 48 
0.45 28 
0.55 45 
0.65 38 
0.75 53 
0.85 164 
0.95 112 
# Unity (10 data points):
# Unity Count
0.05 257 
0.15 158 
0.25 103 
0.35 43 
0.45 29 
0.55 35 
0.65 46 
0.75 55 
0.85 144 
0.95 130 
# Unity (10 data points):
# Unity Count
0.05 248 
0.15 165 
0.25 98 
0.35 42 
0.45 31 
0.55 45 
0.65 50 
0.75 45 
0.85 148 
0.95 128 
# Unity (10 data points):
# Unity Count
0.05 256 
0.15 153 
0.25 111 
0.35 51 
0.45 17 
0.55 42 
0.65 39 
0.75 55 
0.85 144 
0.95 132 
# Unity (10 data points):
# Unity Count
0.05 262 
0.15 155 
0.25 97 
0.35 43 
0.45 36 
0.55 41 
0.65 35 
0.75 51 
0.85 152 
0.95 128 
# Unity (10 data points):
# Unity Count
0.05 267 
0.15 144 
0.25 99 
0.35 40 
0.45 33 
0.55 49 
0.65 30 
0.75 63 
0.85 141 
0.95 134 
# Unity (10 data points):
# Unity Count
0.05 256 
0.15 157 
0.25 103 
0.35 53 
0.45 23 
0.55 45 
0.65 37 
0.75 50 
0.85 143 
0.95 133 
# Unity (10 data points):
# Unity Count
0.05 262 
0.15 144 
0.25 113 
0.35 39 
0.45 33 
0.55 37 
0.65 37 
0.75 54 
0.85 158 
0.95 123 
# Unity (10 data points):
# Unity Count
0.05 272 
0.15 149 
0.25 94 
0.35 46 
0.45 30 
0.55 41 
0.65 35 
0.75 49 
0.85 151 
0.95 133 
# Unity (10 data points):
# Unity Count
0.05 259 
0.15 159 
0.25 104 
0.35 44 
0.45 25 
0.55 39 
0.65 45 
0.75 54 
0.85 149 
0.95 122 
# Unity (10 data points):
# Unity Count
0.05 261 
0.15 160 
0.25 91 
0.35 48 
0.45 27 
0.55 42 
0.65 38 
0.75 55 
0.85 146 
0.95 132 
# Unity (10 data points):
# Unity Count
0.05 257 
0.15 150 
0.25 114 
0.35 38 
0.45 32 
0.55 43 
0.65 38 
0.75 56 
0.85 158 
0.95 114 
# Unity (10 data points):
# Unity Count
0.05 259 
0.15 154 
0.25 107 
0.35 40 
0.45 28 
0.55 52 
0.65 41 
0.75 44 
0.85 135 
0.95 140 
# Unity (10 data points):
# Unity Count
0.05 252 
0.15 169 
0.25 93 
0.35 45 
0.45 31 
0.55 50 
0.65 31 
0.75 46 
0.85 157 
0.95 126 
# Unity (10 data points):
# Unity Count
0.05 250 
0.15 151 
0.25 106 
0.35 55 
0.45 25 
0.55 52 
0.65 30 
0.75 66 
0.85 136 
0.95 129 
# Unity (10 data points):
# Unity Count
0.05 247 
0.15 153 
0.25 108 
0.35 55 
0.45 27 
0.55 41 
0.65 40 
0.75 69 
0.85 135 
0.95 125 
# Unity (10 data points):
# Unity Count
0.05 263 
0.15 149 
0.25 85 
0.35 54 
0.45 33 
0.55 51 
0.65 43 
0.75 58 
0.85 133 
0.95 131 
# Unity (10 data points):
# Unity Count
0.05 253 
0.15 156 
0.25 100 
0.35 53 
0.45 31 
0.55 47 
0.65 31 
0.75 54 
0.85 150 
0.95 125 
# Unity (10 data points):
# Unity Count
0.05 264 
0.15 148 
0.25 100 
0.35 46 
0.45 26 
0.55 57 
0.65 35 
0.75 51 
0.85 153 
0.95 120 
# Unity (10 data points):
# Unity Count
0.05 267 
0.15 141 
0.25 99 
0.35 53 
0.45 35 
0.55 39 
0.65 41 
0.75 50 
0.85 156 
0.95 119 
# Unity (10 data points):
# Unity Count
0.05 257 
0.15 152 
0.25 99 
0.35 52 
0.45 32 
0.55 36 
0.65 51 
0.75 46 
0.85 150 
0.95 125 
# Unity (10 data points):
# Unity Count
0.05 246 
0.15 159 
0.25 117 
0.35 44 
0.45 24 
0.55 38 
0.65 41 
0.75 59 
0.85 148 
0.95 124 
# Unity (10 data points):
# Unity Count
0.05 250 
0.15 158 
0.25 111 
0.35 43 
0.45 28 
0.55 42 
0.65 40 
0.75 55 
0.85 151 
0.95 122 
# Unity (10 data points):
# Unity Count
0.05 263 
0.15 151 
0.25 97 
0.35 48 
0.45 27 
0.55 51 
0.65 30 
0.75 60 
0.85 137 
0.95 136 
# Unity (10 data points):
# Unity Count
0.05 254 
0.15 150 
0.25 116 
0.35 48 
0.45 26 
0.55 41 
0.65 33 
0.75 58 
0.85 149 
0.95 125 
# Unity (10 data points):
# Unity Count
0.05 252 
0.15 146 
0.25 113 
0.35 45 
0.45 32 
0.55 49 
0.65 39 
0.75 51 
0.85 143 
0.95 130 
# Unity (10 data points):
# Unity Count
0.05 239 
0.15 165 
0.25 112 
0.35 58 
0.45 27 
0.55 35 
0.65 43 
0.75 49 
0.85 144 
0.95 128 
# Unity (10 data points):
# Unity Count
0.05 248 
0.15 165 
0.25 95 
0.35 47 
0.45 34 
0.55 41 
0.65 44 
0.75 51 
0.85 155 
0.95 120 
# Unity (10 data points):
# Unity Count
0.05 261 
0.15 146 
0.25 114 
0.35 33 
0.45 30 
0.55 56 
0.65 31 
0.75 53 
0.85 159 
0.95 117 
# Unity (10 data points):
# Unity Count
0.05 233 
0.15 174 
0.25 109 
0.35 44 
0.45 27 
0.55 51 
0.65 34 
0.75 44 
0.85 163 
0.95 121 
# Unity (10 data points):
# Unity Count
0.05 244 
0.15 177 
0.25 96 
0.35 42 
0.45 26 
0.55 46 
0.65 45 
0.75 54 
0.85 150 
0.95 120 
# Unity (10 data points):
# Unity Count
0.05 252 
0.15 167 
0.25 101 
0.35 44 
0.45 29 
0.55 38 
0.65 43 
0.75 39 
0.85 166 
0.95 121 
# Unity (10 data points):
# Unity Count
0.05 254 
0.15 155 
0.25 107 
0.35 50 
0.45 29 
0.55 42 
0.65 37 
0.75 44 
0.85 156 
0.95 126 
# Unity (10 data points):
# Unity Count
0.05 245 
0.15 177 
0.25 93 
0.35 44 
0.45 27 
0.55 45 
0.65 42 
0.75 56 
0.85 142 
0.95 129 
# Unity (10 data points):
# Unity Count
0.05 255 
0.15 163 
0.25 89 
0.35 50 
0.45 29 
0.55 38 
0.65 42 
0.75 58 
0.85 155 
0.95 121 
# Unity (10 data points):
# Unity Count
0.05 264 
0.15 149 
0.25 108 
0.35 40 
0.45 27 
0.55 42 
0.65 44 
0.75 51 
0.85 154 
0.95 121 
# Unity (10 data points):
# Unity Count
0.05 265 
0.15 143 
0.25 105 
0.35 47 
0.45 30 
0.55 43 
0.65 37 
0.75 45 
0.85 156 
0.95 129 
# Unity (10 data points):
# Unity Count
0.05 255 
0.15 153 
0.25 108 
0.35 43 
0.45 33 
0.55 35 
0.65 51 
0.75 46 
0.85 147 
0.95 129 
# Unity (10 data points):
# Unity Count
0.05 251 
0.15 168 
0.25 104 
0.35 37 
0.45 27 
0.55 47 
0.65 37 
0.75 48 
0.85 164 
0.95 117 
# Unity (10 data points):
# Unity Count
0.05 258 
0.15 137 
0.25 116 
0.35 48 
0.45 35 
0.55 52 
0.65 32 
0.75 53 
0.85 135 
0.95 134 
# Unity (10 data points):
# Unity Count
0.05 243 
0.15 161 
0.25 112 
0.35 45 
0.45 33 
0.55 37 
0.65 38 
0.75 53 
0.85 156 
0.95 122 
# Unity (10 data points):
# Unity Count
0.05 248 
0.15 168 
0.25 106 
0.35 42 
0.45 34 
0.55 37 
0.65 38 
0.75 55 
0.85 137 
0.95 135 
# Unity (10 data points):
# Unity Count
0.05 247 
0.15 157 
0.25 107 
0.35 53 
0.45 25 
0.55 43 
0.65 40 
0.75 57 
0.85 143 
0.95 128 
# Unity (10 data points):
# Unity Count
0.05 232 
0.15 173 
0.25 112 
0.35 36 
0.45 36 
0.55 48 
0.65 39 
0.75 61 
0.85 140 
0.95 123 
# Unity (10 data points):
# Unity Count
0.05 259 
0.15 152 
0.25 95 
0.35 52 
0.45 32 
0.55 36 
0.65 48 
0.75 59 
0.85 141 
0.95 126 
# Unity (10 data points):
# Unity Count
0.05 243 
0.15 157 
0.25 115 
0.35 45 
0.45 28 
0.55 41 
0.65 46 
0.75 54 
0.85 153 
0.95 118 
# Unity (10 data points):
# Unity Count
0.05 258 
0.15 143 
0.25 114 
0.35 48 
0.45 29 
0.55 37 
0.65 45 
0.75 50 
0.85 145 
0.95 131 
# Unity (10 data points):
# Unity Count
0.05 258 
0.15 130 
0.25 124 
0.35 48 
0.45 33 
0.55 48 
0.65 36 
0.75 39 
0.85 161 
0.95 123 
# Unity (10 data points):
# Unity Count
0.05 260 
0.15 151 
0.25 91 
0.35 55 
0.45 37 
0.55 39 
0.65 46 
0.75 50 
0.85 150 
0.95 121 
# Unity (10 data points):
# Unity Count
0.05 261 
0.15 143 
0.25 113 
0.35 42 
0.45 29 
0.55 43 
0.65 46 
0.75 58 
0.85 134 
0.95 131 
# Unity (10 data points):
# Unity Count
0.05 260 
0.15 141 
0.25 120 
0.35 35 
0.45 27 
0.55 53 
0.65 36 
0.75 60 
0.85 143 
0.95 125 
# Unity (10 data points):
# Unity Count
0.05 260 
0.15 148 
0.25 105 
0.35 47 
0.45 28 
0.55 48 
0.65 42 
0.75 56 
0.85 136 
0.95 130 
# Unity (10 data points):
# Unity Count
0.05 258 
0.15 158 
0.25 100 
0.35 39 
0.45 27 
0.55 52 
0.65 34 
0.75 54 
0.85 159 
0.95 119 
# Unity (10 data points):
# Unity Count
0.05 267 
0.15 124 
0.25 115 
0.35 55 
0.45 28 
0.55 42 
0.65 40 
0.75 58 
0.85 141 
0.95 130 
# Unity (10 data points):
# Unity Count
0.05 260 
0.15 146 
0.25 110 
0.35 48 
0.45 27 
0.55 41 
0.65 35 
0.75 51 
0.85 160 
0.95 122 
# Unity (10 data points):
# Unity Count
0.05 248 
0.15 168 
0.25 101 
0.35 43 
0.45 30 
0.55 38 
0.65 36 
0.75 56 
0.85 163 
0.95 117 
# Unity (10 data points):
# Unity Count
0.05 257 
0.15 165 
0.25 86 
0.35 41 
0.45 33 
0.55 53 
0.65 46 
0.75 48 
0.85 144 
0.95 127 
# Unity (10 data points):
# Unity Count
0.05 247 
0.15 177 
0.25 100 
0.35 32 
0.45 21 
0.55 43 
0.65 52 
0.75 58 
0.85 150 
0.95 120 
# Unity (10 data points):
# Unity Count
0.05 277 
0.15 134 
0.25 111 
0.35 32 
0.45 28 
0.55 40 
0.65 49 
0.75 61 
0.85 139 
0.95 129 
# Unity (10 data points):
# Unity Count
0.05 266 
0.15 148 
0.25 86 
0.35 55 
0.45 32 
0.55 35 
0.65 55 
0.75 54 
0.85 140 
0.95 129 
# Unity (10 data points):
# Unity Count
0.05 262 
0.15 150 
0.25 96 
0.35 42 
0.45 40 
0.55 46 
0.65 34 
0.75 57 
0.85 145 
0.95 128 
# Unity (10 data points):
# Unity Count
0.05 267 
0.15 148 
0.25 97 
0.35 47 
0.45 34 
0.55 36 
0.65 50 
0.75 45 
0.85 147 
0.95 129 
# Unity (10 data points):
# Unity Count
0.05 256 
0.15 147 
0.25 110 
0.35 51 
0.45 24 
0.55 43 
0.65 43 
0.75 61 
0.85 138 
0.95 127 
# Unity (10 data points):
# Unity Count
0.05 257 
0.15 153 
0.25 114 
0.35 37 
0.45 27 
0.55 40 
0.65 46 
0.75 52 
0.85 148 
0.95 126 
# Unity (10 data points):
# Unity Count
0.05 257 
0.15 154 
0.25 98 
0.35 38 
0.45 38 
0.55 45 
0.65 38 
0.75 53 
0.85 155 
0.95 124 
# Unity (10 data points):
# Unity Count
0.05 266 
0.15 146 
0.25 102 
0.35 42 
0.45 32 
0.55 38 
0.65 37 
0.75 63 
0.85 163 
0.95 111 
# Unity (10 data points):
# Unity Count
0.05 242 
0.15 176 
0.25 107 
0.35 36 
0.45 23 
0.55 46 
0.65 43 
0.75 52 
0.85 151 
0.95 124 
# Unity (10 data points):
# Unity Count
0.05 254 
0.15 142 
0.25 118 
0.35 54 
0.45 25 
0.55 41 
0.65 41 
0.75 51 
0.85 145 
0.95 129 
# Unity (10 data points):
# Unity Count
0.05 257 
0.15 158 
0.25 97 
0.35 42 
0.45 31 
0.55 47 
0.65 50 
0.75 42 
0.85 139 
0.95 137 
# Unity (10 data points):
# Unity Count
0.05 258 
0.15 155 
0.25 97 
0.35 45 
0.45 30 
0.55 49 
0.65 40 
0.75 50 
0.85 155 
0.95 121 
# Unity (10 data points):
# Unity Count
0.05 277 
0.15 134 
0.25 100 
0.35 47 
0.45 23 
0.55 54 
0.65 30 
0.75 60 
0.85 150 
0.95 125 
# Unity (10 data points):
# Unity Count
0.05 262 
0.15 153 
0.25 96 
0.35 47 
0.45 34 
0.55 40 
0.65 40 
0.75 59 
0.85 135 
0.95 134 
# Unity (10 data points):
# Unity Count
0.05 261 
0.15 158 
0.25 89 
0.35 55 
0.45 26 
0.55 40 
0.65 44 
0.75 44 
0.85 162 
0.95 121 
# Unity (10 data points):
# Unity Count
0.05 260 
0.15 143 
0.25 98 
0.35 59 
0.45 30 
0.55 48 
0.65 31 
0.75 49 
0.85 148 
0.95 134 
# Unity (10 data points):
# Unity Count
0.05 259 
0.15 149 
0.25 101 
0.35 46 
0.45 31 
0.55 52 
0.65 34 
0.75 41 
0.85 154 
0.95 133 
# Unity (10 data points):
# Unity Count
0.05 259 
0.15 154 
0.25 102 
0.35 38 
0.45 33 
0.55 42 
0.65 42 
0.75 52 
0.85 158 
0.95 120 
# Unity (10 data points):
# Unity Count
0.05 256 
0.15 154 
0.25 106 
0.35 39 
0.45 27 
0.55 51 
0.65 41 
0.75 51 
0.85 152 
0.95 123 
# Unity (10 data points):
# Unity Count
0.05 256 
0.15 159 
0.25 98 
0.35 50 
0.45 20 
0.55 46 
0.65 40 
0.75 55 
0.85 149 
0.95 127 
# Unity (10 data points):
# Unity Count
0.05 262 
0.15 143 
0.25 108 
0.35 43 
0.45 27 
0.55 44 
0.65 45 
0.75 65 
0.85 143 
0.95 120 
# Unity (10 data points):
# Unity Count
0.05 261 
0.15 160 
0.25 87 
0.35 51 
0.45 30 
0.55 48 
0.65 26 
0.75 64 
0.85 148 
0.95 125 
# Unity (10 data points):
# Unity Count
0.05 273 
0.15 145 
0.25 92 
0.35 44 
0.45 39 
0.55 43 
0.65 42 
0.75 48 
0.85 143 
0.95 131 
# Unity (10 data points):
# Unity Count
0.05 257 
0.15 150 
0.25 99 
0.35 48 
0.45 37 
0.55 42 
0.65 39 
0.75 46 
0.85 154 
0.95 128 
# Unity (10 data points):
# Unity Count
0.05 258 
0.15 162 
0.25 87 
0.35 46 
0.45 36 
0.55 47 
0.65 31 
0.75 60 
0.85 155 
0.95 118 
# Unity (10 data points):
# Unity Count
0.05 252 
0.15 161 
0.25 102 
0.35 38 
0.45 29 
0.55 50 
0.65 42 
0.75 62 
0.85 136 
0.95 128 
# Unity (10 data points):
# Unity Count
0.05 259 
0.15 154 
0.25 97 
0.35 54 
0.45 32 
0.55 38 
0.65 40 
0.75 42 
0.85 165 
0.95 119 
# Unity (10 data points):
# Unity Count
0.05 260 
0.15 152 
0.25 95 
0.35 53 
0.45 32 
0.55 42 
0.65 33 
0.75 65 
0.85 139 
0.95 129 
# Unity (10 data points):
# Unity Count
0.05 257 
0.15 157 
0.25 101 
0.35 29 
0.45 40 
0.55 48 
0.65 44 
0.75 56 
0.85 146 
0.95 122 
# Unity (10 data points):
# Unity Count
0.05 272 
0.15 132 
0.25 108 
0.35 45 
0.45 35 
0.55 37 
0.65 37 
0.75 66 
0.85 138 
0.95 130 
# Unity (10 data points):
# Unity Count
0.05 257 
0.15 156 
0.25 102 
0.35 44 
0.45 25 
0.55 53 
0.65 33 
0.75 50 
0.85 149 
0.95 131 
# Unity (10 data points):
# Unity Count
0.05 255 
0.15 163 
0.25 94 
0.35 43 
0.45 38 
0.55 38 
0.65 41 
0.75 48 
0.85 155 
0.95 125 
# Unity (10 data points):
# Unity Count
0.05 261 
0.15 150 
0.25 99 
0.35 52 
0.45 25 
0.55 42 
0.65 40 
0.75 49 
0.85 159 
0.95 123 
# Unity (10 data points):
# Unity Count
0.05 262 
0.15 139 
0.25 108 
0.35 42 
0.45 31 
0.55 45 
0.65 48 
0.75 53 
0.85 152 
0.95 120 
# Unity (10 data points):
# Unity Count
0.05 251 
0.15 147 
0.25 121 
0.35 46 
0.45 24 
0.55 48 
0.65 33 
0.75 48 
0.85 165 
0.95 117 
# Unity (10 data points):
# Unity Count
0.05 245 
0.15 156 
0.25 112 
0.35 49 
0.45 26 
0.55 45 
0.65 40 
0.75 56 
0.85 151 
0.95 120 
# Unity (10 data points):
# Unity Count
0.05 270 
0.15 144 
0.25 93 
0.35 49 
0.45 29 
0.55 39 
0.65 48 
0.75 56 
0.85 138 
0.95 134 
# Unity (10 data points):
# Unity Count
0.05 253 
0.15 157 
0.25 95 
0.35 45 
0.45 43 
0.55 40 
0.65 42 
0.75 56 
0.85 147 
0.95 122 
# Unity (10 data points):
# Unity Count
0.05 257 
0.15 150 
0.25 100 
0.35 48 
0.45 23 
0.55 55 
0.65 41 
0.75 58 
0.85 138 
0.95 130 
# Unity (10 data points):
# Unity Count
0.05 255 
0.15 157 
0.25 99 
0.35 40 
0.45 34 
0.55 50 
0.65 41 
0.75 58 
0.85 141 
0.95 125 
# Unity (10 data points):
# Unity Count
0.05 262 
0.15 158 
0.25 92 
0.35 43 
0.45 29 
0.55 47 
0.65 36 
0.75 58 
0.85 156 
0.95 119 
# Unity (10 data points):
# Unity Count
0.05 267 
0.15 150 
0.25 91 
0.35 37 
0.45 30 
0.55 55 
0.65 44 
0.75 46 
0.85 161 
0.95 119 
# Unity (10 data points):
# Unity Count
0.05 264 
0.15 150 
0.25 100 
0.35 51 
0.45 24 
0.55 36 
0.65 42 
0.75 61 
0.85 150 
0.95 122 
# Unity (10 data points):
# Unity Count
0.05 262 
0.15 155 
0.25 100 
0.35 41 
0.45 28 
0.55 44 
0.65 37 
0.75 67 
0.85 142 
0.95 124 
# Unity (10 data points):
# Unity Count
0.05 257 
0.15 146 
0.25 115 
0.35 41 
0.45 35 
0.55 37 
0.65 35 
0.75 59 
0.85 152 
0.95 123 
# Unity (10 data points):
# Unity Count
0.05 274 
0.15 155 
0.25 75 
0.35 48 
0.45 31 
0.55 51 
0.65 29 
0.75 66 
0.85 147 
0.95 124 
# Unity (10 data points):
# Unity Count
0.05 262 
0.15 146 
0.25 110 
0.35 48 
0.45 16 
0.55 46 
0.65 49 
0.75 51 
0.85 147 
0.95 125 
# Unity (10 data points):
# Unity Count
0.05 266 
0.15 142 
0.25 94 
0.35 46 
0.45 37 
0.55 48 
0.65 45 
0.75 56 
0.85 140 
0.95 126 
# Unity (10 data points):
# Unity Count
0.05 264 
0.15 143 
0.25 104 
0.35 40 
0.45 35 
0.55 53 
0.65 35 
0.75 44 
0.85 161 
0.95 121 
# Unity (10 data points):
# Unity Count
0.05 273 
0.15 135 
0.25 101 
0.35 42 
0.45 33 
0.55 48 
0.65 44 
0.75 59 
