# Structure counts (9 data points):
# "Structure type" Count
Other 2 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 0 
"Cubic diamond" 7998 
# Structure counts (9 data points):
# "Structure type" Count
Other 0 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 0 
"Cubic diamond" 8000 
# Structure counts (9 data points):
# "Structure type" Count
Other 0 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 0 
"Cubic diamond" 8000 
# Structure counts (9 data points):
# "Structure type" Count
Other 1 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 0 
"Cubic diamond" 7999 
# Structure counts (9 data points):
# "Structure type" Count
Other 1 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 0 
"Cubic diamond" 7999 
# Structure counts (9 data points):
# "Structure type" Count
Other 1 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 0 
"Cubic diamond" 7999 
# Structure counts (9 data points):
# "Structure type" Count
Other 0 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 0 
"Cubic diamond" 8000 
# Structure counts (9 data points):
# "Structure type" Count
Other 0 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 0 
"Cubic diamond" 8000 
# Structure counts (9 data points):
# "Structure type" Count
Other 0 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 0 
"Cubic diamond" 8000 
# Structure counts (9 data points):
# "Structure type" Count
Other 0 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 0 
"Cubic diamond" 8000 
# Structure counts (9 data points):
# "Structure type" Count
Other 0 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 0 
"Cubic diamond" 8000 
# Structure counts (9 data points):
# "Structure type" Count
Other 0 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 0 
"Cubic diamond" 8000 
# Structure counts (9 data points):
# "Structure type" Count
Other 4 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 1 
"Cubic diamond" 7995 
# Structure counts (9 data points):
# "Structure type" Count
Other 7 
