# Unity (10 data points):
# Unity Count
0.05 165 
0.15 194 
0.25 162 
0.35 98 
0.45 59 
0.55 43 
0.65 18 
0.75 24 
0.85 41 
0.95 196 
# Unity (10 data points):
# Unity Count
0.05 165 
0.15 178 
0.25 172 
0.35 104 
0.45 67 
0.55 39 
0.65 21 
0.75 22 
0.85 36 
0.95 196 
# Unity (10 data points):
# Unity Count
0.05 143 
0.15 207 
0.25 181 
0.35 102 
0.45 47 
0.55 48 
0.65 18 
0.75 20 
0.85 45 
0.95 189 
# Unity (10 data points):
# Unity Count
0.05 147 
0.15 203 
0.25 183 
0.35 92 
0.45 50 
0.55 54 
0.65 15 
0.75 23 
0.85 32 
0.95 201 
# Unity (10 data points):
# Unity Count
0.05 155 
0.15 183 
0.25 181 
0.35 90 
0.45 62 
0.55 54 
0.65 19 
0.75 26 
0.85 36 
0.95 194 
# Unity (10 data points):
# Unity Count
0.05 158 
0.15 193 
0.25 170 
0.35 99 
0.45 58 
0.55 46 
0.65 22 
0.75 18 
0.85 42 
0.95 194 
# Unity (10 data points):
# Unity Count
0.05 156 
0.15 189 
0.25 186 
0.35 80 
0.45 60 
0.55 59 
0.65 14 
0.75 21 
0.85 43 
0.95 192 
# Unity (10 data points):
# Unity Count
0.05 153 
0.15 191 
0.25 182 
0.35 92 
0.45 54 
0.55 52 
0.65 28 
0.75 19 
0.85 35 
0.95 194 
# Unity (10 data points):
# Unity Count
0.05 144 
0.15 190 
0.25 202 
0.35 92 
0.45 51 
0.55 47 
0.65 24 
0.75 19 
0.85 30 
0.95 201 
# Unity (10 data points):
# Unity Count
0.05 151 
0.15 188 
0.25 187 
0.35 87 
0.45 58 
0.55 57 
0.65 18 
0.75 21 
0.85 36 
0.95 197 
# Unity (10 data points):
# Unity Count
0.05 145 
0.15 186 
0.25 199 
0.35 92 
0.45 56 
0.55 52 
0.65 23 
0.75 11 
0.85 42 
0.95 194 
# Unity (10 data points):
# Unity Count
0.05 152 
0.15 190 
0.25 185 
0.35 92 
0.45 58 
0.55 47 
0.65 29 
0.75 20 
0.85 28 
0.95 199 
# Unity (10 data points):
# Unity Count
0.05 146 
0.15 193 
0.25 203 
0.35 87 
0.45 46 
0.55 51 
0.65 23 
0.75 25 
0.85 29 
0.95 197 
# Unity (10 data points):
# Unity Count
0.05 152 
0.15 195 
0.25 178 
0.35 84 
0.45 60 
0.55 49 
0.65 28 
0.75 25 
0.85 37 
0.95 192 
# Unity (10 data points):
# Unity Count
0.05 145 
0.15 200 
0.25 182 
0.35 81 
0.45 61 
0.55 56 
0.65 27 
0.75 21 
0.85 41 
0.95 186 
# Unity (10 data points):
# Unity Count
0.05 149 
0.15 188 
0.25 194 
0.35 91 
0.45 52 
0.55 52 
