# Unity (10 data points):
# Unity Count
0.05 120 
0.15 175 
0.25 208 
0.35 105 
0.45 70 
0.55 57 
0.65 25 
0.75 19 
0.85 31 
0.95 190 
# Unity (10 data points):
# Unity Count
0.05 128 
0.15 176 
0.25 198 
0.35 102 
0.45 67 
0.55 64 
0.65 21 
0.75 28 
0.85 31 
0.95 185 
# Unity (10 data points):
# Unity Count
0.05 132 
0.15 169 
0.25 205 
0.35 101 
0.45 71 
0.55 57 
0.65 28 
0.75 22 
0.85 28 
0.95 187 
# Unity (10 data points):
# Unity Count
0.05 114 
0.15 181 
0.25 197 
0.35 108 
0.45 82 
0.55 61 
0.65 29 
0.75 11 
0.85 37 
0.95 180 
# Unity (10 data points):
# Unity Count
0.05 128 
0.15 175 
0.25 199 
0.35 103 
0.45 59 
0.55 70 
0.65 28 
0.75 25 
0.85 30 
0.95 183 
# Unity (10 data points):
# Unity Count
0.05 124 
0.15 188 
0.25 186 
0.35 106 
0.45 79 
0.55 51 
0.65 22 
0.75 24 
0.85 36 
0.95 184 
# Unity (10 data points):
# Unity Count
0.05 121 
0.15 189 
0.25 170 
0.35 122 
0.45 74 
0.55 60 
0.65 26 
0.75 21 
0.85 38 
0.95 179 
# Unity (10 data points):
# Unity Count
0.05 129 
0.15 185 
0.25 183 
0.35 111 
0.45 55 
0.55 73 
0.65 34 
0.75 17 
0.85 30 
0.95 183 
# Unity (10 data points):
# Unity Count
0.05 126 
0.15 193 
0.25 170 
0.35 102 
0.45 65 
0.55 79 
0.65 26 
0.75 22 
0.85 37 
0.95 180 
# Unity (10 data points):
# Unity Count
0.05 126 
0.15 175 
0.25 186 
0.35 107 
0.45 80 
0.55 59 
0.65 34 
0.75 22 
0.85 30 
0.95 181 
# Unity (10 data points):
# Unity Count
0.05 119 
0.15 186 
0.25 203 
0.35 88 
0.45 75 
0.55 60 
0.65 34 
0.75 19 
0.85 27 
0.95 189 
# Unity (10 data points):
# Unity Count
0.05 128 
0.15 194 
0.25 180 
0.35 93 
0.45 73 
0.55 66 
0.65 23 
0.75 27 
0.85 33 
0.95 183 
# Unity (10 data points):
# Unity Count
0.05 111 
0.15 197 
0.25 188 
0.35 109 
0.45 68 
0.55 64 
0.65 26 
0.75 19 
0.85 38 
0.95 180 
# Unity (10 data points):
# Unity Count
0.05 127 
0.15 157 
0.25 221 
0.35 105 
0.45 61 
0.55 67 
0.65 25 
0.75 18 
0.85 35 
0.95 184 
# Unity (10 data points):
# Unity Count
0.05 121 
0.15 187 
0.25 184 
0.35 104 
0.45 67 
0.55 80 
0.65 18 
0.75 19 
0.85 37 
0.95 183 
# Unity (10 data points):
# Unity Count
0.05 111 
0.15 193 
0.25 214 
0.35 98 
0.45 52 
0.55 68 
0.65 26 
0.75 14 
0.85 39 
0.95 185 
# Unity (10 data points):
# Unity Count
0.05 149 
0.15 160 
0.25 179 
0.35 116 
0.45 64 
0.55 68 
0.65 29 
0.75 20 
0.85 26 
0.95 189 
# Unity (10 data points):
# Unity Count
0.05 132 
0.15 182 
0.25 175 
0.35 112 
0.45 75 
0.55 56 
0.65 25 
0.75 22 
0.85 32 
0.95 189 
# Unity (10 data points):
# Unity Count
0.05 124 
0.15 198 
0.25 176 
0.35 106 
0.45 63 
0.55 67 
0.65 23 
0.75 29 
0.85 27 
0.95 187 
# Unity (10 data points):
# Unity Count
0.05 135 
0.15 184 
0.25 172 
0.35 114 
0.45 57 
0.55 70 
0.65 30 
0.75 23 
0.85 30 
0.95 185 
# Unity (10 data points):
# Unity Count
0.05 123 
0.15 171 
0.25 218 
0.35 101 
0.45 59 
0.55 67 
0.65 24 
0.75 20 
0.85 29 
0.95 188 
# Unity (10 data points):
# Unity Count
0.05 126 
0.15 190 
0.25 180 
0.35 108 
0.45 70 
0.55 62 
0.65 19 
0.75 26 
0.85 37 
0.95 182 
# Unity (10 data points):
# Unity Count
0.05 131 
0.15 189 
0.25 178 
0.35 98 
0.45 88 
0.55 58 
0.65 21 
0.75 16 
0.85 27 
0.95 194 
# Unity (10 data points):
# Unity Count
0.05 136 
0.15 178 
0.25 190 
0.35 99 
0.45 71 
0.55 60 
0.65 26 
0.75 21 
0.85 36 
0.95 183 
# Unity (10 data points):
# Unity Count
0.05 132 
0.15 172 
0.25 192 
0.35 91 
0.45 77 
0.55 75 
0.65 23 
0.75 23 
0.85 32 
0.95 183 
# Unity (10 data points):
# Unity Count
0.05 127 
0.15 164 
0.25 209 
0.35 116 
0.45 55 
0.55 66 
0.65 26 
0.75 19 
0.85 38 
0.95 180 
# Unity (10 data points):
# Unity Count
0.05 120 
0.15 182 
0.25 190 
0.35 102 
0.45 78 
0.55 63 
0.65 30 
0.75 23 
0.85 28 
0.95 184 
# Unity (10 data points):
# Unity Count
0.05 135 
0.15 175 
0.25 187 
0.35 107 
0.45 72 
0.55 63 
0.65 24 
0.75 20 
0.85 30 
0.95 187 
# Unity (10 data points):
# Unity Count
0.05 127 
0.15 178 
0.25 218 
0.35 84 
0.45 67 
0.55 61 
0.65 25 
0.75 25 
0.85 28 
0.95 187 
# Unity (10 data points):
# Unity Count
0.05 127 
0.15 186 
0.25 196 
0.35 94 
0.45 70 
0.55 65 
0.65 26 
0.75 20 
0.85 32 
0.95 184 
# Unity (10 data points):
# Unity Count
0.05 134 
0.15 182 
0.25 191 
0.35 96 
0.45 59 
0.55 70 
0.65 29 
0.75 17 
0.85 42 
0.95 180 
# Unity (10 data points):
# Unity Count
0.05 120 
0.15 181 
0.25 201 
0.35 109 
0.45 62 
0.55 62 
0.65 28 
0.75 25 
0.85 33 
0.95 179 
# Unity (10 data points):
# Unity Count
0.05 129 
0.15 174 
0.25 190 
0.35 108 
0.45 71 
0.55 65 
0.65 29 
0.75 14 
0.85 36 
0.95 184 
# Unity (10 data points):
# Unity Count
0.05 118 
0.15 189 
0.25 204 
0.35 90 
0.45 79 
0.55 58 
0.65 21 
0.75 24 
0.85 28 
0.95 189 
# Unity (10 data points):
# Unity Count
0.05 122 
0.15 207 
0.25 168 
0.35 114 
0.45 62 
0.55 57 
0.65 27 
0.75 19 
0.85 44 
0.95 180 
# Unity (10 data points):
# Unity Count
0.05 127 
0.15 166 
0.25 199 
0.35 119 
0.45 73 
0.55 49 
0.65 27 
0.75 24 
0.85 36 
0.95 180 
# Unity (10 data points):
# Unity Count
0.05 126 
0.15 183 
0.25 194 
0.35 110 
0.45 65 
