# Unity (10 data points):
# Unity Count
0.05 9 
0.15 39 
0.25 101 
0.35 132 
0.45 168 
0.55 310 
0.65 140 
0.75 68 
0.85 30 
0.95 3 
# Unity (10 data points):
# Unity Count
0.05 7 
0.15 43 
0.25 105 
0.35 110 
0.45 187 
0.55 307 
0.65 151 
0.75 66 
0.85 21 
0.95 3 
# Unity (10 data points):
# Unity Count
0.05 13 
0.15 35 
0.25 102 
0.35 135 
0.45 164 
0.55 319 
0.65 133 
0.75 67 
0.85 28 
0.95 4 
# Unity (10 data points):
# Unity Count
0.05 9 
0.15 33 
0.25 96 
0.35 139 
0.45 167 
0.55 328 
0.65 150 
0.75 50 
0.85 23 
0.95 5 
# Unity (10 data points):
# Unity Count
0.05 16 
0.15 38 
0.25 98 
0.35 124 
0.45 171 
0.55 306 
0.65 153 
0.75 64 
0.85 24 
0.95 6 
# Unity (10 data points):
# Unity Count
0.05 12 
0.15 44 
0.25 103 
0.35 109 
0.45 154 
0.55 345 
0.65 140 
0.75 64 
0.85 24 
0.95 5 
# Unity (10 data points):
# Unity Count
0.05 10 
0.15 34 
0.25 99 
0.35 129 
0.45 177 
0.55 323 
0.65 136 
0.75 65 
0.85 23 
0.95 4 
# Unity (10 data points):
# Unity Count
0.05 9 
0.15 44 
0.25 90 
0.35 139 
0.45 164 
0.55 305 
0.65 163 
0.75 67 
0.85 18 
0.95 1 
# Unity (10 data points):
# Unity Count
0.05 4 
0.15 30 
0.25 101 
0.35 124 
0.45 174 
0.55 348 
0.65 132 
0.75 61 
0.85 20 
0.95 6 
# Unity (10 data points):
# Unity Count
0.05 12 
0.15 33 
0.25 92 
0.35 131 
0.45 180 
0.55 316 
0.65 141 
0.75 62 
0.85 26 
0.95 7 
# Unity (10 data points):
# Unity Count
0.05 13 
0.15 39 
0.25 93 
0.35 147 
0.45 173 
0.55 280 
0.65 156 
0.75 67 
0.85 29 
0.95 3 
# Unity (10 data points):
# Unity Count
0.05 15 
0.15 26 
0.25 111 
0.35 129 
0.45 168 
0.55 321 
0.65 135 
0.75 61 
0.85 28 
0.95 6 
# Unity (10 data points):
# Unity Count
0.05 11 
0.15 44 
0.25 100 
0.35 130 
0.45 174 
0.55 294 
0.65 144 
0.75 75 
0.85 24 
0.95 4 
# Unity (10 data points):
# Unity Count
0.05 14 
0.15 23 
0.25 104 
0.35 138 
0.45 178 
0.55 312 
0.65 137 
0.75 63 
0.85 30 
0.95 1 
# Unity (10 data points):
# Unity Count
0.05 9 
0.15 29 
0.25 111 
0.35 114 
0.45 152 
0.55 355 
0.65 141 
0.75 59 
0.85 27 
0.95 3 
# Unity (10 data points):
# Unity Count
0.05 9 
0.15 37 
0.25 106 
0.35 119 
0.45 173 
0.55 315 
0.65 155 
0.75 60 
0.85 22 
0.95 4 
# Unity (10 data points):
# Unity Count
0.05 10 
0.15 33 
0.25 103 
0.35 133 
0.45 153 
0.55 333 
0.65 148 
0.75 61 
0.85 22 
0.95 4 
# Unity (10 data points):
# Unity Count
0.05 10 
0.15 30 
0.25 115 
0.35 123 
0.45 164 
0.55 320 
0.65 143 
0.75 74 
0.85 17 
0.95 4 
# Unity (10 data points):
# Unity Count
0.05 14 
0.15 38 
0.25 92 
0.35 135 
0.45 162 
0.55 330 
0.65 132 
0.75 68 
0.85 25 
0.95 4 
# Unity (10 data points):
# Unity Count
0.05 12 
0.15 34 
0.25 94 
0.35 132 
0.45 185 
0.55 305 
0.65 141 
0.75 64 
0.85 28 
0.95 5 
# Unity (10 data points):
# Unity Count
0.05 11 
0.15 32 
0.25 92 
0.35 140 
0.45 151 
0.55 351 
0.65 142 
0.75 58 
0.85 18 
0.95 5 
# Unity (10 data points):
# Unity Count
0.05 8 
0.15 28 
0.25 97 
0.35 133 
0.45 174 
0.55 330 
0.65 152 
0.75 59 
0.85 15 
0.95 4 
# Unity (10 data points):
# Unity Count
0.05 8 
0.15 47 
0.25 87 
0.35 155 
0.45 147 
0.55 306 
0.65 153 
0.75 68 
0.85 24 
0.95 5 
# Unity (10 data points):
# Unity Count
0.05 12 
0.15 36 
0.25 96 
0.35 143 
0.45 165 
0.55 309 
0.65 138 
0.75 68 
0.85 31 
0.95 2 
# Unity (10 data points):
# Unity Count
0.05 7 
0.15 43 
0.25 104 
0.35 109 
0.45 180 
0.55 311 
0.65 144 
0.75 69 
0.85 27 
0.95 6 
# Unity (10 data points):
# Unity Count
0.05 8 
0.15 40 
0.25 110 
0.35 114 
0.45 163 
0.55 321 
0.65 153 
0.75 68 
0.85 20 
0.95 3 
# Unity (10 data points):
# Unity Count
0.05 8 
0.15 28 
0.25 110 
0.35 123 
0.45 166 
0.55 350 
0.65 118 
0.75 70 
0.85 25 
0.95 2 
# Unity (10 data points):
# Unity Count
0.05 9 
0.15 27 
0.25 105 
0.35 139 
0.45 172 
0.55 318 
0.65 144 
0.75 54 
0.85 28 
0.95 4 
# Unity (10 data points):
# Unity Count
0.05 12 
0.15 33 
0.25 88 
0.35 141 
0.45 166 
0.55 329 
0.65 147 
0.75 57 
0.85 25 
0.95 2 
# Unity (10 data points):
# Unity Count
0.05 16 
0.15 38 
0.25 96 
0.35 113 
0.45 166 
0.55 348 
0.65 130 
0.75 61 
0.85 28 
0.95 4 
# Unity (10 data points):
