# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 14653 
"Cubic Diamond Outside Carbon Clusters" 14653 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 14551 
"Cubic Diamond Outside Carbon Clusters" 14551 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 14605 
"Cubic Diamond Outside Carbon Clusters" 14605 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 14523 
"Cubic Diamond Outside Carbon Clusters" 14523 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 14453 
"Cubic Diamond Outside Carbon Clusters" 14453 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 14516 
"Cubic Diamond Outside Carbon Clusters" 14516 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 14517 
"Cubic Diamond Outside Carbon Clusters" 14517 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 14362 
"Cubic Diamond Outside Carbon Clusters" 14362 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 14321 
"Cubic Diamond Outside Carbon Clusters" 14321 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 14232 
"Cubic Diamond Outside Carbon Clusters" 14232 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 14346 
"Cubic Diamond Outside Carbon Clusters" 14346 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 14190 
"Cubic Diamond Outside Carbon Clusters" 14190 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 14179 
"Cubic Diamond Outside Carbon Clusters" 14179 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 14217 
"Cubic Diamond Outside Carbon Clusters" 14217 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 14071 
"Cubic Diamond Outside Carbon Clusters" 14071 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 14086 
"Cubic Diamond Outside Carbon Clusters" 14086 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 14145 
"Cubic Diamond Outside Carbon Clusters" 14145 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 13955 
"Cubic Diamond Outside Carbon Clusters" 13955 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 13764 
"Cubic Diamond Outside Carbon Clusters" 13764 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 13918 
"Cubic Diamond Outside Carbon Clusters" 13918 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 13987 
"Cubic Diamond Outside Carbon Clusters" 13987 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 13858 
"Cubic Diamond Outside Carbon Clusters" 13858 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 13720 
"Cubic Diamond Outside Carbon Clusters" 13720 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 13481 
"Cubic Diamond Outside Carbon Clusters" 13481 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 13599 
"Cubic Diamond Outside Carbon Clusters" 13599 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 13523 
"Cubic Diamond Outside Carbon Clusters" 13523 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 13420 
"Cubic Diamond Outside Carbon Clusters" 13420 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 13562 
"Cubic Diamond Outside Carbon Clusters" 13562 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 13328 
"Cubic Diamond Outside Carbon Clusters" 13328 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 13233 
"Cubic Diamond Outside Carbon Clusters" 13233 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 13124 
"Cubic Diamond Outside Carbon Clusters" 13124 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 13127 
"Cubic Diamond Outside Carbon Clusters" 13127 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 13173 
"Cubic Diamond Outside Carbon Clusters" 13173 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 12819 
"Cubic Diamond Outside Carbon Clusters" 12819 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 12905 
"Cubic Diamond Outside Carbon Clusters" 12905 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 12742 
"Cubic Diamond Outside Carbon Clusters" 12742 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 12630 
"Cubic Diamond Outside Carbon Clusters" 12630 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 12717 
"Cubic Diamond Outside Carbon Clusters" 12717 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 12333 
"Cubic Diamond Outside Carbon Clusters" 12333 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 12344 
"Cubic Diamond Outside Carbon Clusters" 12344 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 12368 
"Cubic Diamond Outside Carbon Clusters" 12368 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 12227 
"Cubic Diamond Outside Carbon Clusters" 12227 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 11986 
"Cubic Diamond Outside Carbon Clusters" 11986 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 11711 
"Cubic Diamond Outside Carbon Clusters" 11711 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 11752 
"Cubic Diamond Outside Carbon Clusters" 11752 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 11247 
"Cubic Diamond Outside Carbon Clusters" 11247 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 10966 
"Cubic Diamond Outside Carbon Clusters" 10966 
