# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 7125 
"Cubic Diamond Outside Carbon Clusters" 7125 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 7336 
"Cubic Diamond Outside Carbon Clusters" 7336 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 7270 
"Cubic Diamond Outside Carbon Clusters" 7270 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 7347 
"Cubic Diamond Outside Carbon Clusters" 7347 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 7370 
"Cubic Diamond Outside Carbon Clusters" 7370 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 7393 
"Cubic Diamond Outside Carbon Clusters" 7393 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 7557 
"Cubic Diamond Outside Carbon Clusters" 7557 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 7340 
"Cubic Diamond Outside Carbon Clusters" 7340 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 7408 
"Cubic Diamond Outside Carbon Clusters" 7408 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 7560 
"Cubic Diamond Outside Carbon Clusters" 7560 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 7443 
"Cubic Diamond Outside Carbon Clusters" 7443 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 7374 
"Cubic Diamond Outside Carbon Clusters" 7374 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 7310 
"Cubic Diamond Outside Carbon Clusters" 7310 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 7285 
"Cubic Diamond Outside Carbon Clusters" 7285 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 7382 
"Cubic Diamond Outside Carbon Clusters" 7382 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 7518 
"Cubic Diamond Outside Carbon Clusters" 7518 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 7548 
"Cubic Diamond Outside Carbon Clusters" 7548 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 7330 
"Cubic Diamond Outside Carbon Clusters" 7330 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 7462 
"Cubic Diamond Outside Carbon Clusters" 7462 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 7441 
"Cubic Diamond Outside Carbon Clusters" 7441 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 7474 
"Cubic Diamond Outside Carbon Clusters" 7474 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 7455 
"Cubic Diamond Outside Carbon Clusters" 7455 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 7494 
"Cubic Diamond Outside Carbon Clusters" 7494 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 7415 
"Cubic Diamond Outside Carbon Clusters" 7415 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 7395 
"Cubic Diamond Outside Carbon Clusters" 7395 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 7379 
"Cubic Diamond Outside Carbon Clusters" 7379 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 7311 
"Cubic Diamond Outside Carbon Clusters" 7311 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 7487 
"Cubic Diamond Outside Carbon Clusters" 7487 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
