# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 7285 
"Cubic Diamond Outside Carbon Clusters" 7285 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 7343 
"Cubic Diamond Outside Carbon Clusters" 7343 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 7425 
"Cubic Diamond Outside Carbon Clusters" 7425 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 7536 
"Cubic Diamond Outside Carbon Clusters" 7536 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 7366 
"Cubic Diamond Outside Carbon Clusters" 7366 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 7391 
"Cubic Diamond Outside Carbon Clusters" 7391 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 7310 
"Cubic Diamond Outside Carbon Clusters" 7310 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 7263 
"Cubic Diamond Outside Carbon Clusters" 7263 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 7079 
"Cubic Diamond Outside Carbon Clusters" 7079 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 7116 
"Cubic Diamond Outside Carbon Clusters" 7116 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 7101 
"Cubic Diamond Outside Carbon Clusters" 7101 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 7103 
"Cubic Diamond Outside Carbon Clusters" 7103 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 6885 
"Cubic Diamond Outside Carbon Clusters" 6885 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 6991 
"Cubic Diamond Outside Carbon Clusters" 6991 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 6888 
"Cubic Diamond Outside Carbon Clusters" 6888 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 6787 
"Cubic Diamond Outside Carbon Clusters" 6787 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 6518 
"Cubic Diamond Outside Carbon Clusters" 6518 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 6606 
"Cubic Diamond Outside Carbon Clusters" 6606 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 6572 
"Cubic Diamond Outside Carbon Clusters" 6572 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 6478 
"Cubic Diamond Outside Carbon Clusters" 6478 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 6190 
"Cubic Diamond Outside Carbon Clusters" 6190 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 6205 
"Cubic Diamond Outside Carbon Clusters" 6205 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 6234 
"Cubic Diamond Outside Carbon Clusters" 6234 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 6154 
"Cubic Diamond Outside Carbon Clusters" 6154 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 6056 
"Cubic Diamond Outside Carbon Clusters" 6056 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 5966 
"Cubic Diamond Outside Carbon Clusters" 5966 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 5911 
"Cubic Diamond Outside Carbon Clusters" 5911 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 5860 
"Cubic Diamond Outside Carbon Clusters" 5860 
