# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 5951 
"Cubic Diamond Outside Carbon Clusters" 5951 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 5964 
"Cubic Diamond Outside Carbon Clusters" 5964 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 5968 
"Cubic Diamond Outside Carbon Clusters" 5968 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 5967 
"Cubic Diamond Outside Carbon Clusters" 5967 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 5999 
"Cubic Diamond Outside Carbon Clusters" 5999 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 5948 
"Cubic Diamond Outside Carbon Clusters" 5948 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 5915 
"Cubic Diamond Outside Carbon Clusters" 5915 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 5967 
"Cubic Diamond Outside Carbon Clusters" 5967 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 5978 
"Cubic Diamond Outside Carbon Clusters" 5978 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 5973 
"Cubic Diamond Outside Carbon Clusters" 5973 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 5968 
"Cubic Diamond Outside Carbon Clusters" 5968 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 5979 
"Cubic Diamond Outside Carbon Clusters" 5979 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 5990 
"Cubic Diamond Outside Carbon Clusters" 5990 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 5972 
"Cubic Diamond Outside Carbon Clusters" 5972 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 5926 
"Cubic Diamond Outside Carbon Clusters" 5926 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 5923 
"Cubic Diamond Outside Carbon Clusters" 5923 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 5965 
"Cubic Diamond Outside Carbon Clusters" 5965 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 5989 
"Cubic Diamond Outside Carbon Clusters" 5989 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 5972 
"Cubic Diamond Outside Carbon Clusters" 5972 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 5958 
"Cubic Diamond Outside Carbon Clusters" 5958 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 5976 
"Cubic Diamond Outside Carbon Clusters" 5976 
