# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 6939 
"Cubic Diamond Outside Carbon Clusters" 6939 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 6643 
"Cubic Diamond Outside Carbon Clusters" 6643 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 6437 
"Cubic Diamond Outside Carbon Clusters" 6437 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 6462 
"Cubic Diamond Outside Carbon Clusters" 6462 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 6348 
"Cubic Diamond Outside Carbon Clusters" 6348 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 6339 
"Cubic Diamond Outside Carbon Clusters" 6339 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 6525 
"Cubic Diamond Outside Carbon Clusters" 6525 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 6501 
"Cubic Diamond Outside Carbon Clusters" 6501 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 6490 
"Cubic Diamond Outside Carbon Clusters" 6490 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 6370 
"Cubic Diamond Outside Carbon Clusters" 6370 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 6330 
"Cubic Diamond Outside Carbon Clusters" 6330 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 6344 
"Cubic Diamond Outside Carbon Clusters" 6344 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 6435 
"Cubic Diamond Outside Carbon Clusters" 6435 
