# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 16000 
"Cubic Diamond Outside Carbon Clusters" 16000 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 14204 
"Cubic Diamond Outside Carbon Clusters" 14204 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 13919 
"Cubic Diamond Outside Carbon Clusters" 13919 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 14239 
"Cubic Diamond Outside Carbon Clusters" 14239 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 14032 
"Cubic Diamond Outside Carbon Clusters" 14032 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 14254 
"Cubic Diamond Outside Carbon Clusters" 14254 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 14055 
"Cubic Diamond Outside Carbon Clusters" 14055 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 14254 
"Cubic Diamond Outside Carbon Clusters" 14254 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 14230 
"Cubic Diamond Outside Carbon Clusters" 14230 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 14179 
"Cubic Diamond Outside Carbon Clusters" 14179 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 14087 
"Cubic Diamond Outside Carbon Clusters" 14087 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 14183 
"Cubic Diamond Outside Carbon Clusters" 14183 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 14026 
"Cubic Diamond Outside Carbon Clusters" 14026 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 14181 
"Cubic Diamond Outside Carbon Clusters" 14181 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 14123 
"Cubic Diamond Outside Carbon Clusters" 14123 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 13994 
"Cubic Diamond Outside Carbon Clusters" 13994 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 14228 
"Cubic Diamond Outside Carbon Clusters" 14228 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 14182 
"Cubic Diamond Outside Carbon Clusters" 14182 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 14163 
"Cubic Diamond Outside Carbon Clusters" 14163 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 14037 
"Cubic Diamond Outside Carbon Clusters" 14037 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 14108 
"Cubic Diamond Outside Carbon Clusters" 14108 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 14096 
"Cubic Diamond Outside Carbon Clusters" 14096 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 14182 
"Cubic Diamond Outside Carbon Clusters" 14182 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 14151 
"Cubic Diamond Outside Carbon Clusters" 14151 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 14249 
"Cubic Diamond Outside Carbon Clusters" 14249 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 14169 
"Cubic Diamond Outside Carbon Clusters" 14169 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 14154 
"Cubic Diamond Outside Carbon Clusters" 14154 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 14174 
"Cubic Diamond Outside Carbon Clusters" 14174 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 14309 
"Cubic Diamond Outside Carbon Clusters" 14309 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 14221 
"Cubic Diamond Outside Carbon Clusters" 14221 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 14268 
"Cubic Diamond Outside Carbon Clusters" 14268 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 14105 
"Cubic Diamond Outside Carbon Clusters" 14105 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 14143 
"Cubic Diamond Outside Carbon Clusters" 14143 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 14094 
"Cubic Diamond Outside Carbon Clusters" 14094 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 14258 
"Cubic Diamond Outside Carbon Clusters" 14258 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 14050 
"Cubic Diamond Outside Carbon Clusters" 14050 
# Count Diamond-like Atoms Outside Carbon Clusters (2 data points):
# "Structure Type" Count
"Cubic Diamond" 14015 
