# Structure counts (9 data points):
# "Structure type" Count
Other 5064 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 1458 
"Cubic diamond" 1478 
# Structure counts (9 data points):
# "Structure type" Count
Other 4432 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 3564 
"Cubic diamond" 4 
# Structure counts (9 data points):
# "Structure type" Count
Other 4035 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 3965 
"Cubic diamond" 0 
# Structure counts (9 data points):
# "Structure type" Count
Other 3842 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 4158 
"Cubic diamond" 0 
# Structure counts (9 data points):
# "Structure type" Count
Other 3740 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 4260 
"Cubic diamond" 0 
# Structure counts (9 data points):
# "Structure type" Count
Other 3641 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 4359 
"Cubic diamond" 0 
# Structure counts (9 data points):
# "Structure type" Count
Other 3541 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 4459 
"Cubic diamond" 0 
# Structure counts (9 data points):
# "Structure type" Count
Other 3462 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 4538 
"Cubic diamond" 0 
# Structure counts (9 data points):
# "Structure type" Count
Other 3464 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 4536 
"Cubic diamond" 0 
# Structure counts (9 data points):
# "Structure type" Count
Other 3359 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 4641 
"Cubic diamond" 0 
# Structure counts (9 data points):
# "Structure type" Count
Other 3345 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 4655 
"Cubic diamond" 0 
