# Structure counts (9 data points):
# "Structure type" Count
Other 5064 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 1458 
"Cubic diamond" 1478 
# Structure counts (9 data points):
# "Structure type" Count
Other 4302 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 3078 
"Cubic diamond" 620 
# Structure counts (9 data points):
# "Structure type" Count
Other 3915 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 3898 
"Cubic diamond" 187 
# Structure counts (9 data points):
# "Structure type" Count
Other 3656 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 4335 
"Cubic diamond" 9 
# Structure counts (9 data points):
# "Structure type" Count
Other 3424 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 4575 
"Cubic diamond" 1 
# Structure counts (9 data points):
# "Structure type" Count
Other 3297 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 4703 
"Cubic diamond" 0 
# Structure counts (9 data points):
# "Structure type" Count
Other 3139 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 4859 
"Cubic diamond" 2 
# Structure counts (9 data points):
# "Structure type" Count
Other 3075 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 4925 
"Cubic diamond" 0 
# Structure counts (9 data points):
# "Structure type" Count
Other 3002 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 4998 
"Cubic diamond" 0 
# Structure counts (9 data points):
# "Structure type" Count
Other 2932 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 5068 
"Cubic diamond" 0 
# Structure counts (9 data points):
# "Structure type" Count
Other 2950 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 5050 
"Cubic diamond" 0 
