# Structure counts (9 data points):
# "Structure type" Count
Other 3424 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 2041 
"Cubic diamond" 2535 
# Structure counts (9 data points):
# "Structure type" Count
Other 1471 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 2257 
"Cubic diamond" 4272 
# Structure counts (9 data points):
# "Structure type" Count
Other 713 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 415 
"Cubic diamond" 6872 
# Structure counts (9 data points):
# "Structure type" Count
Other 134 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 2 
"Cubic diamond" 7864 
# Structure counts (9 data points):
# "Structure type" Count
Other 121 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 3 
"Cubic diamond" 7876 
# Structure counts (9 data points):
# "Structure type" Count
Other 125 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 3 
"Cubic diamond" 7872 
# Structure counts (9 data points):
# "Structure type" Count
Other 114 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 3 
"Cubic diamond" 7883 
# Structure counts (9 data points):
# "Structure type" Count
Other 102 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 3 
"Cubic diamond" 7895 
# Structure counts (9 data points):
# "Structure type" Count
Other 112 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 2 
"Cubic diamond" 7886 
# Structure counts (9 data points):
# "Structure type" Count
Other 101 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 5 
"Cubic diamond" 7894 
# Structure counts (9 data points):
# "Structure type" Count
Other 104 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 2 
"Cubic diamond" 7894 
