# Structure counts (9 data points):
# "Structure type" Count
Other 3424 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 2041 
"Cubic diamond" 2535 
# Structure counts (9 data points):
# "Structure type" Count
Other 1659 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 2731 
"Cubic diamond" 3610 
# Structure counts (9 data points):
# "Structure type" Count
Other 1220 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 2539 
"Cubic diamond" 4241 
# Structure counts (9 data points):
# "Structure type" Count
Other 1187 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 2914 
"Cubic diamond" 3899 
# Structure counts (9 data points):
# "Structure type" Count
Other 1137 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 5252 
"Cubic diamond" 1611 
# Structure counts (9 data points):
# "Structure type" Count
Other 292 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 7708 
"Cubic diamond" 0 
# Structure counts (9 data points):
# "Structure type" Count
Other 270 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 7730 
"Cubic diamond" 0 
# Structure counts (9 data points):
# "Structure type" Count
Other 266 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 7734 
"Cubic diamond" 0 
# Structure counts (9 data points):
# "Structure type" Count
Other 266 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 7734 
"Cubic diamond" 0 
# Structure counts (9 data points):
# "Structure type" Count
Other 263 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 7737 
"Cubic diamond" 0 
# Structure counts (9 data points):
# "Structure type" Count
Other 256 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 7744 
"Cubic diamond" 0 
