# Structure counts (9 data points):
# "Structure type" Count
Other 5064 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 1458 
"Cubic diamond" 1478 
# Structure counts (9 data points):
# "Structure type" Count
Other 2958 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 1180 
"Cubic diamond" 3862 
# Structure counts (9 data points):
# "Structure type" Count
Other 1529 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 665 
"Cubic diamond" 5806 
# Structure counts (9 data points):
# "Structure type" Count
Other 1316 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 380 
"Cubic diamond" 6304 
# Structure counts (9 data points):
# "Structure type" Count
Other 1071 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 217 
"Cubic diamond" 6712 
# Structure counts (9 data points):
# "Structure type" Count
Other 921 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 148 
"Cubic diamond" 6931 
# Structure counts (9 data points):
# "Structure type" Count
Other 721 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 9 
"Cubic diamond" 7270 
# Structure counts (9 data points):
# "Structure type" Count
Other 554 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 9 
"Cubic diamond" 7437 
# Structure counts (9 data points):
# "Structure type" Count
Other 540 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 5 
"Cubic diamond" 7455 
# Structure counts (9 data points):
# "Structure type" Count
Other 500 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 7 
"Cubic diamond" 7493 
# Structure counts (9 data points):
# "Structure type" Count
Other 496 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 4 
"Cubic diamond" 7500 
