# Structure counts (9 data points):
# "Structure type" Count
Other 4077 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 1941 
"Cubic diamond" 1982 
# Structure counts (9 data points):
# "Structure type" Count
Other 1909 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 1103 
"Cubic diamond" 4988 
# Structure counts (9 data points):
# "Structure type" Count
Other 331 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 5 
"Cubic diamond" 7664 
# Structure counts (9 data points):
# "Structure type" Count
Other 226 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 2 
"Cubic diamond" 7772 
# Structure counts (9 data points):
# "Structure type" Count
Other 192 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 1 
"Cubic diamond" 7807 
# Structure counts (9 data points):
# "Structure type" Count
Other 174 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 1 
"Cubic diamond" 7825 
# Structure counts (9 data points):
# "Structure type" Count
Other 121 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 4 
"Cubic diamond" 7875 
# Structure counts (9 data points):
# "Structure type" Count
Other 162 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 3 
"Cubic diamond" 7835 
# Structure counts (9 data points):
# "Structure type" Count
Other 133 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 5 
"Cubic diamond" 7862 
# Structure counts (9 data points):
# "Structure type" Count
Other 151 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 2 
"Cubic diamond" 7847 
# Structure counts (9 data points):
# "Structure type" Count
Other 157 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 0 
"Cubic diamond" 7843 
