# Structure counts (9 data points):
# "Structure type" Count
Other 3424 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 2041 
"Cubic diamond" 2535 
# Structure counts (9 data points):
# "Structure type" Count
Other 1642 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 2666 
"Cubic diamond" 3692 
# Structure counts (9 data points):
# "Structure type" Count
Other 1227 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 2310 
"Cubic diamond" 4463 
# Structure counts (9 data points):
# "Structure type" Count
Other 1035 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 1639 
"Cubic diamond" 5326 
# Structure counts (9 data points):
# "Structure type" Count
Other 695 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 374 
"Cubic diamond" 6931 
# Structure counts (9 data points):
# "Structure type" Count
Other 176 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 6 
"Cubic diamond" 7818 
# Structure counts (9 data points):
# "Structure type" Count
Other 179 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 5 
"Cubic diamond" 7816 
# Structure counts (9 data points):
# "Structure type" Count
Other 158 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 7 
"Cubic diamond" 7835 
# Structure counts (9 data points):
# "Structure type" Count
Other 159 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 7 
"Cubic diamond" 7834 
# Structure counts (9 data points):
# "Structure type" Count
Other 176 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 2 
"Cubic diamond" 7822 
# Structure counts (9 data points):
# "Structure type" Count
Other 140 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 6 
"Cubic diamond" 7854 
