# Structure counts (9 data points):
# "Structure type" Count
Other 3424 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 2041 
"Cubic diamond" 2535 
# Structure counts (9 data points):
# "Structure type" Count
Other 1356 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 1777 
"Cubic diamond" 4867 
# Structure counts (9 data points):
# "Structure type" Count
Other 242 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 7 
"Cubic diamond" 7751 
# Structure counts (9 data points):
# "Structure type" Count
Other 134 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 1 
"Cubic diamond" 7865 
# Structure counts (9 data points):
# "Structure type" Count
Other 130 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 1 
"Cubic diamond" 7869 
# Structure counts (9 data points):
# "Structure type" Count
Other 105 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 3 
"Cubic diamond" 7892 
# Structure counts (9 data points):
# "Structure type" Count
Other 120 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 5 
"Cubic diamond" 7875 
# Structure counts (9 data points):
# "Structure type" Count
Other 127 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 1 
"Cubic diamond" 7872 
# Structure counts (9 data points):
# "Structure type" Count
Other 117 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 2 
"Cubic diamond" 7881 
# Structure counts (9 data points):
# "Structure type" Count
Other 101 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 0 
"Cubic diamond" 7899 
# Structure counts (9 data points):
# "Structure type" Count
Other 94 
FCC 0 
HCP 0 
BCC 0 
"Simple cubic" 0 
"Cubic diamond" 7906 
